id,log_price,property_type_encoded,room_type_encoded,bed_type_encoded,city_encoded,neighbourhood_encoded,cancellation_policy_encoded,amenities_score,host_experience_years,cleaning_fee_encoded,instant_bookable_encoded,host_identity_verified_encoded,accommodates_numeric,bedrooms_numeric,beds_numeric,bathrooms_numeric,number_of_reviews_numeric,review_scores_rating_numeric,latitude_numeric,longitude_numeric
3271517,4.8283137373023015,7,5,1,3,5,3,88,5.44558521560575,0,0,1,2,1.0,1.0,1.0,4,100.0,40.724409634103615,-73.98682795675421
15681036,5.783825182329737,7,5,1,5,3,1,233,2.8145106091718,1,0,1,5,3.0,3.0,1.0,4,95.0,37.75984216213696,-122.42639053748483
14886600,3.970291913552122,7,2,1,4,3,2,146,2.7104722792607805,0,0,1,1,2.0,3.0,2.0,38,89.0,38.95197525433217,-77.06810855638302
8563943,3.80666248977032,7,2,-1,3,2,1,188,2.135523613963039,0,0,1,1,1.0,1.0,1.0,132,92.0,40.82801499045157,-73.95167046569044
9231869,5.521460917862246,7,5,1,3,4,3,165,1.9739904175222451,1,0,0,5,3.0,4.0,1.0,2,100.0,40.66890209443985,-73.9780881128492
19389707,4.90527477843843,7,5,1,1,4,2,168,2.6721423682409307,1,1,1,5,2.0,2.0,1.0,39,92.0,41.897570545821466,-87.6756712953582
6403217,3.9889840465642745,7,2,1,3,3,2,62,4.7118412046543465,0,0,1,2,1.0,1.0,1.0,59,90.0,40.673730991902616,-73.95824938795316
15340622,4.8283137373023015,7,5,1,3,4,1,134,1.9219712525667352,1,0,1,3,1.0,2.0,1.0,15,99.0,40.687475225671896,-73.97396642398836
17124014,6.902742737158593,3,5,1,4,2,1,178,1.2840520191649556,1,0,1,16,7.0,10.0,6.0,12,96.0,38.92552232730457,-77.07325703781889
20309405,5.521460917862246,7,5,1,5,3,1,169,1.0157426420260096,1,1,1,5,2.0,3.0,1.0,98,92.0,37.75844058543464,-122.40674822840694
1869380,5.1298987149230735,3,5,1,2,4,2,187,2.9897330595482545,1,1,1,7,3.0,4.0,2.0,6,90.0,34.07822445114736,-118.27749775094811
19093685,6.3543700407973525,3,5,1,5,3,1,193,3.515400410677618,1,0,1,6,4.0,4.0,2.0,15,96.0,37.76249604814942,-122.42260295756658
600877,3.912023005428147,7,5,1,2,4,3,99,1.5030800821355237,1,0,1,2,0.0,1.0,1.0,2,100.0,34.14334741252868,-118.37179456949688
9887485,5.010635294096256,7,5,1,3,4,2,151,4.388774811772758,0,0,1,3,1.0,1.0,1.0,59,95.0,40.715854826876736,-73.98981587772279
18036863,5.105945473900579,3,2,1,3,3,3,81,5.51129363449692,1,0,0,2,1.0,1.0,1.0,26,92.0,40.68669442051206,-73.91988553151845
10414065,4.0943445622221,3,2,1,3,2,1,85,1.678302532511978,1,0,0,2,1.0,1.0,2.0,111,91.0,40.74328321559467,-73.93326466813413
16124627,4.4998096703302615,7,2,1,2,4,3,98,1.111567419575633,1,1,1,2,1.0,1.0,1.0,4,95.0,34.065100220676435,-118.45041329912723
13590391,6.551080335043403,7,5,1,5,4,1,137,5.4401095140314855,1,0,1,6,2.0,5.0,2.0,1,100.0,37.78205305998374,-122.40295023582436
17743923,5.068904202220232,7,5,1,3,5,1,180,5.774127310061601,1,1,1,2,1.0,1.0,1.0,266,93.0,40.72843063365112,-73.98895256971507
15133612,4.174387269895637,7,2,1,5,1,3,49,2.9897330595482545,0,1,1,2,1.0,1.0,1.0,101,91.0,42.34482860169046,-71.13673350316112
11657836,4.787491742782046,7,5,1,3,4,3,106,4.388774811772758,0,0,1,2,1.0,1.0,1.0,2,100.0,40.77382804677846,-73.94984401770462
7541444,4.442651256490317,7,2,1,3,5,2,171,1.1772758384668036,1,1,0,3,1.0,2.0,1.0,61,91.0,40.72336690307233,-73.98824991114171
10995810,5.010635294096256,7,5,1,3,3,2,167,1.7631759069130732,1,0,0,5,2.0,2.0,1.0,2,100.0,40.80630196088046,-73.9626832619952
4575369,4.48863636973214,4,2,1,5,1,1,47,4.265571526351814,1,0,1,2,1.0,1.0,1.5,118,91.0,37.73539475907664,-122.38552694602494
14233330,4.007333185232471,7,2,1,3,4,2,181,1.3661875427789185,1,0,1,2,1.0,1.0,1.0,15,92.0,40.7792403891012,-73.95581575001107
18924251,3.970291913552122,7,2,1,3,3,1,132,2.617385352498289,1,0,1,2,1.0,1.0,1.0,64,96.0,40.680323662814,-73.94890616502394
12226594,4.174387269895637,7,2,1,3,3,2,134,0.5503080082135524,0,0,1,2,1.0,1.0,1.0,48,95.0,40.68499327879365,-73.94432668798757
12681933,5.043425116919247,7,5,1,4,5,3,178,2.223134839151266,1,0,1,3,1.0,2.0,1.0,72,95.0,38.90811684724415,-77.06398997229194
7912140,5.010635294096256,7,5,1,3,4,1,172,5.256673511293634,1,0,1,4,1.0,3.0,1.0,101,98.0,40.725213597823725,-73.97939026063871
16334479,5.48063892334199,7,5,1,3,5,1,128,3.994524298425736,1,0,0,4,1.0,1.0,1.0,1,100.0,40.739346916117775,-73.98790841794589
16983905,3.688879454113936,7,5,-1,3,4,3,71,1.158110882956879,0,0,0,1,0.0,1.0,1.0,1,80.0,40.77943685468872,-73.98517666992133
8188894,4.174387269895637,7,2,1,5,4,2,336,2.1409993155373033,0,0,1,3,1.0,2.0,1.0,202,99.0,37.7791215414878,-122.40447583378564
1752286,5.003946305945459,7,5,1,3,3,2,74,4.188911704312115,1,0,0,3,1.0,1.0,1.0,52,95.0,40.65142230223193,-73.97600733309385
15774149,4.8283137373023015,7,5,1,3,5,1,110,1.0677618069815196,1,0,0,3,1.0,2.0,1.0,12,95.0,40.76012243743246,-73.9931619700818
10362654,3.912023005428147,7,2,1,3,4,3,72,4.5804243668720055,0,0,1,1,1.0,1.0,1.0,2,100.0,40.69419855436961,-73.97104452829642
17441150,4.48863636973214,7,5,1,4,4,3,159,2.3107460643394937,1,0,1,2,1.0,1.0,1.0,7,94.0,38.918464206132825,-77.03461812771639
207351,4.8283137373023015,3,2,1,5,3,2,151,2.0150581793292264,1,0,1,2,1.0,1.0,1.0,60,100.0,37.7635398080136,-122.425240927631
14327689,4.07753744390572,3,2,1,2,4,1,103,1.3114305270362765,1,0,0,2,1.0,1.0,1.0,10,98.0,34.08344130456763,-118.2988095436094
14319899,3.6635616461296463,3,2,1,4,1,1,177,8.106776180698152,1,1,1,4,1.0,2.0,1.0,3,87.0,38.96042047622818,-77.02129500138571
4309648,4.30406509320417,3,2,1,2,4,1,143,4.648870636550308,1,0,0,2,1.0,1.0,1.0,3,100.0,34.08508353471855,-118.34003861490504
16395401,4.553876891600541,7,5,1,3,2,1,262,4.594113620807666,1,0,0,2,0.0,1.0,1.0,6,97.0,40.82375924178508,-73.94492457857534
13101408,5.41164605185504,7,5,1,3,4,1,248,2.3326488706365502,1,0,1,4,1.0,2.0,1.0,21,99.0,40.80041348018815,-73.9663763052862
20742462,5.521460917862246,7,5,1,3,4,2,132,1.2950034223134839,1,0,1,4,0.0,3.0,1.0,27,90.0,40.80109317957583,-73.97093100924587
7734236,4.605170185988092,7,5,1,3,4,2,89,1.5058179329226558,0,0,1,2,0.0,1.0,1.0,2,80.0,40.66816946484671,-73.984056087156
15266468,5.043425116919247,7,5,1,2,5,1,228,1.8781656399726214,1,1,1,4,1.0,2.0,1.0,87,96.0,34.04554601719894,-118.26010247767344
11796425,5.187385805840755,7,5,1,3,4,1,221,3.9644079397672827,1,0,1,6,2.0,3.0,1.0,93,98.0,40.708430351398185,-73.94810331745096
17186576,5.075173815233828,3,5,1,2,3,2,75,4.3668720054757015,1,0,1,4,1.0,2.0,1.0,6,84.0,34.08031070283319,-118.2529235174337
535095,4.90527477843843,7,5,1,2,5,1,200,1.7631759069130732,1,0,0,2,1.0,1.0,1.0,28,93.0,33.9827494806247,-118.46100359678192
17704706,5.068904202220232,7,5,1,4,5,1,188,5.467488021902806,1,0,1,3,1.0,1.0,1.0,66,98.0,38.88131238073026,-76.99659570274693
1006909,4.204692619390967,7,5,1,2,2,3,116,2.9623545516769334,1,0,1,2,0.0,1.0,1.0,3,100.0,34.16190064383311,-118.37877019442271
190542,4.605170185988092,7,2,1,3,5,1,212,1.7905544147843941,1,0,0,2,1.0,1.0,1.0,16,96.0,40.729510702669785,-73.99996910352138
4288271,5.913503005638268,7,5,1,5,5,1,117,3.561943874058864,1,0,0,6,3.0,4.0,1.0,2,100.0,37.76418841042636,-122.44953241379594
15679326,4.553876891600541,7,2,1,3,3,2,81,0.48186173853524983,1,0,0,2,1.0,1.0,1.0,6,97.0,40.76717485979165,-73.92333616157451
19121136,4.394449154672439,3,2,1,3,2,1,134,5.514031485284052,1,1,1,2,1.0,1.0,2.0,83,97.0,40.64337258683523,-73.96165512684406
8523209,4.07753744390572,7,2,1,3,3,1,89,2.4832306639288158,1,0,1,1,1.0,1.0,1.0,4,85.0,40.61456388150087,-73.9804881771163
6779912,4.4998096703302615,7,2,1,3,3,3,66,0.188911704312115,0,0,0,1,1.0,1.0,1.0,4,100.0,40.644270086177954,-74.07658512053891
8810937,4.59511985013459,7,5,1,2,4,1,146,0.0,1,1,0,2,0.0,1.0,1.0,8,98.0,34.08958337976996,-118.38929808850072
6215083,5.1647859739235145,3,5,1,2,5,3,115,4.865160848733744,1,0,0,2,1.0,1.0,1.0,5,100.0,33.99351428541943,-118.46934235519424
16593929,4.382026634673881,7,2,1,3,3,3,86,4.555783709787817,1,0,1,2,1.0,1.0,1.0,1,80.0,40.814497635336366,-73.94962498937366
15628671,4.8283137373023015,7,2,1,5,3,2,143,5.670088980150582,1,0,1,2,1.0,1.0,1.0,22,99.0,37.76847404077567,-122.42515839691656
915058,5.298317366548036,7,2,1,3,4,3,148,2.026009582477755,1,0,1,2,1.0,1.0,1.0,2,100.0,40.76873842326925,-73.9609642851118
20571036,4.553876891600541,7,2,1,3,4,3,147,1.434633812457221,1,0,1,2,1.0,1.0,1.0,3,100.0,40.71343127852641,-73.95682707358384
4757501,4.718498871295094,9,2,1,5,2,2,109,5.5277207392197125,1,0,1,1,1.0,1.0,1.0,13,93.0,37.74585959292181,-122.41592797668524
13466609,5.010635294096256,1,5,1,5,3,1,61,4.594113620807666,1,1,1,2,1.0,1.0,1.0,1,80.0,37.74831490763614,-122.42729726415897
17922658,3.912023005428147,7,2,1,3,4,1,124,3.0910335386721424,0,0,0,1,1.0,1.0,1.0,1,100.0,40.71438975862926,-73.95046177949992
6052238,5.272999558563747,3,5,1,2,5,1,172,4.435318275154004,1,1,0,4,1.0,2.0,1.0,76,96.0,34.09082136451952,-118.5984132059076
18294753,5.802118375377063,9,5,1,5,4,1,207,0.1697467488021903,1,1,0,7,2.0,4.0,2.0,52,99.0,42.36081701442763,-71.06551678361451
10577807,4.574710978503383,7,5,1,2,5,2,151,1.8206707734428473,1,0,1,3,1.0,2.0,1.0,2,100.0,34.111337982542715,-118.32230130321904
705901,4.174387269895637,7,2,1,3,2,1,154,0.5503080082135524,1,1,0,2,1.0,1.0,1.0,12,93.0,40.70173950917282,-73.91507658580002
8327297,3.688879454113936,7,2,1,3,2,2,56,2.0506502395619437,1,0,1,1,1.0,1.0,1.0,1,100.0,40.84359407103972,-73.94133954707668
3230459,4.605170185988092,7,5,1,2,4,1,86,2.973305954825462,1,0,1,2,1.0,1.0,1.0,3,100.0,34.080979963018585,-118.31627033621616
13688676,5.521460917862246,7,5,1,3,5,1,154,4.306639288158795,1,0,1,2,0.0,1.0,1.0,2,100.0,40.765596546549,-73.98785924308581
12891981,5.703782474656202,7,5,1,3,5,1,178,0.621492128678987,1,0,1,6,2.0,3.0,1.0,51,83.0,40.72145979402678,-74.00870133511344
19274661,4.4998096703302615,7,2,1,3,4,2,134,1.434633812457221,0,0,1,2,1.0,1.0,1.0,6,90.0,40.79316636296933,-73.96956347807908
13466100,4.59511985013459,7,5,1,4,5,1,179,2.0506502395619437,1,0,1,4,1.0,1.0,1.0,17,100.0,38.90610323528275,-77.02651182017539
14860539,4.0943445622221,7,2,1,5,1,1,62,1.566050650239562,0,0,0,1,1.0,1.0,1.0,1,40.0,42.35405674490555,-71.12737268438966
17385564,5.940171252720432,7,5,1,3,5,1,134,0.6872005475701575,1,0,1,5,2.0,3.0,1.0,32,99.0,40.76650920570843,-73.98684184981067
12874869,5.991464547107983,3,5,1,2,4,1,197,3.7125256673511293,1,0,1,8,4.0,4.0,2.5,37,99.0,33.843036493663895,-118.37953729883132
4000579,4.8283137373023015,7,2,1,3,5,1,168,3.7207392197125255,1,0,1,1,2.0,2.0,1.0,16,96.0,40.76463806905529,-73.99403393734275
3310262,4.174387269895637,7,5,1,4,1,1,146,0.27652292950034224,1,1,0,2,1.0,1.0,1.0,16,85.0,38.9226900899139,-76.98715416900596
20775449,4.174387269895637,7,2,1,3,4,1,138,2.86652977412731,0,0,1,2,1.0,1.0,1.0,7,91.0,40.6898734373976,-73.9585171078822
18193552,5.521460917862246,7,5,1,3,5,1,127,2.4722792607802875,1,0,1,5,1.0,3.0,1.0,5,96.0,40.7633531781888,-73.98791535662593
4218129,4.174387269895637,3,2,1,1,1,1,142,5.949349760438056,1,0,1,2,1.0,1.0,1.0,7,100.0,41.95053816210017,-87.76093771058956
5467665,4.48863636973214,6,2,1,2,4,3,156,0.5886379192334018,1,0,1,2,1.0,1.0,2.5,4,90.0,33.760090409315424,-118.3069673164108
2243321,5.220355825078324,3,5,1,2,4,2,160,3.3210130047912387,1,0,1,2,1.0,1.0,1.0,15,97.0,34.12860795918873,-118.16922315037093
8409891,5.521460917862246,7,5,1,3,5,1,200,3.5071868583162216,1,0,1,2,0.0,1.0,1.0,6,100.0,40.76630191209622,-73.98319782590534
16354659,4.23410650459726,6,2,1,3,1,3,150,0.0,0,1,0,3,1.0,2.0,2.0,14,96.0,40.64277337532504,-74.00366230504946
235651,3.58351893845611,7,2,1,3,2,1,81,2.3846680355920604,1,1,0,2,1.0,1.0,1.0,1,100.0,40.70347890171171,-73.92791009903628
1937433,5.697093486505405,7,5,1,2,5,1,172,0.1806981519507187,1,1,0,4,1.0,2.0,1.0,14,93.0,34.03900162041873,-118.6734523001365
14240790,5.68697535633982,3,5,1,5,3,1,157,2.43668720054757,1,0,1,2,1.0,1.0,1.0,26,100.0,37.75834039185944,-122.44596437990992
3609024,4.90527477843843,7,2,1,3,4,1,72,4.8405201916495555,1,0,1,2,1.0,1.0,1.0,24,82.0,40.74809246022953,-73.97868308365986
7930082,5.010635294096256,7,2,1,2,5,3,134,1.73305954825462,1,1,1,2,1.0,1.0,1.0,1,100.0,34.04290337757572,-118.26078007652988
21173707,4.59511985013459,7,2,1,3,5,2,64,0.8158795345653662,1,0,0,1,1.0,1.0,1.0,2,80.0,40.72462455071352,-73.98924782902091
2547335,4.605170185988092,7,2,1,5,2,1,79,3.9561943874058865,1,0,1,2,1.0,1.0,1.5,28,91.0,37.74694094615823,-122.44523913262756
18191965,4.653960350157523,6,2,1,5,2,3,207,4.440793976728268,1,0,1,2,1.0,1.0,1.5,13,98.0,37.73260482768481,-122.41423281855356
14138031,5.010635294096256,3,5,1,4,2,2,190,2.6940451745379876,1,0,1,8,3.0,6.0,2.0,5,96.0,38.932637383595655,-76.9864808491178
463133,3.970291913552122,3,2,-1,4,1,1,147,1.379876796714579,0,0,1,2,1.0,1.0,1.0,138,99.0,38.91630015491722,-77.012412015559
14107909,4.605170185988092,7,2,1,2,5,3,161,2.844626967830253,1,0,1,2,1.0,1.0,1.0,5,96.0,34.04943228382773,-118.2571240505233
996577,3.713572066704309,6,2,1,3,4,1,152,1.0431211498973305,1,0,1,1,1.0,1.0,1.0,9,95.0,40.655845135107306,-74.00216748583506
9715404,3.688879454113936,7,2,-1,2,4,2,73,5.08145106091718,1,0,1,2,1.0,1.0,1.0,20,98.0,34.088332659579656,-118.32576078148796
17157954,5.1647859739235145,3,5,1,3,3,1,259,5.924709103353867,1,0,1,6,2.0,4.0,1.5,11,93.0,40.69042784695775,-73.95677108895786
6170705,3.80666248977032,7,1,1,3,4,3,137,3.1074606433949348,0,0,1,1,1.0,1.0,1.0,13,97.0,40.708912105897625,-74.01291692983676
17626590,5.1298987149230735,7,5,1,2,5,2,144,3.3292265571526354,1,0,1,2,1.0,1.0,1.0,38,97.0,33.99594174111598,-118.47932867636192
8089814,4.174387269895637,7,2,1,1,3,3,146,3.3073237508555784,1,0,1,4,1.0,1.0,1.0,1,100.0,41.91239050281493,-87.71679396345463
21010735,5.3230099791384085,7,5,1,3,5,1,205,0.30116358658453113,1,1,1,4,0.0,3.0,1.0,63,83.0,40.7598509063101,-73.96505560041825
14196523,5.043425116919247,7,5,1,3,4,2,96,2.650239561943874,0,0,1,2,0.0,1.0,1.0,9,82.0,40.78096351867779,-73.94749852213668
9507795,3.951243718581428,7,2,1,3,4,1,105,1.3552361396303902,1,0,1,1,1.0,1.0,1.0,5,85.0,40.67417787277887,-73.97535659804605
1203172,4.174387269895637,3,2,1,2,1,3,170,2.3326488706365502,1,0,1,2,1.0,1.0,1.0,12,100.0,34.19991064717393,-118.57679408095208
6849332,4.787491742782046,3,5,1,2,4,1,216,0.6899383983572895,1,1,1,4,1.0,1.0,1.0,45,98.0,34.14986518988108,-118.12426665389788
17042235,5.075173815233828,3,2,1,5,3,1,167,4.347707049965777,1,0,1,2,1.0,1.0,1.5,20,95.0,37.75010638347406,-122.4168011594986
16542558,4.30406509320417,6,2,1,2,2,2,167,2.9075975359342916,1,1,1,2,1.0,1.0,1.0,13,98.0,34.15876695193437,-118.36888015857495
1421933,4.143134726391533,7,2,1,2,1,2,139,0.0,1,0,0,2,1.0,1.0,1.0,2,100.0,34.02694216478166,-118.41125135528831
18238397,4.605170185988092,9,2,1,4,2,1,211,4.607802874743326,1,0,1,1,1.0,1.0,1.0,12,95.0,38.92110554074283,-77.00151593063953
6481703,5.3471075307174685,7,5,1,5,4,1,96,1.0157426420260096,1,0,0,2,1.0,1.0,1.0,16,99.0,42.36658534228754,-71.05423284257208
5593975,6.016157159698354,3,5,1,2,5,1,153,0.5995893223819302,1,0,1,5,3.0,3.0,2.0,7,97.0,34.0004588066548,-118.46091080590072
10790389,4.248495242049359,3,2,1,4,3,1,134,3.6386036960985626,1,0,1,2,1.0,1.0,2.0,22,95.0,38.90221357262857,-76.98836629382498
15084743,5.3706380281276624,10,5,1,2,4,2,218,0.12594113620807665,1,0,1,5,1.0,2.0,2.0,13,98.0,34.099550045338304,-118.34505536106803
17925200,5.857933154483459,3,5,1,4,5,1,140,5.4428473648186175,1,0,1,6,3.0,3.0,2.5,3,100.0,38.88458313425016,-76.9931935488585
13559613,4.605170185988092,7,2,1,3,4,1,98,6.354551676933607,1,0,0,1,1.0,1.0,2.0,37,90.0,40.79279350727348,-73.97131252527238
16443296,4.174387269895637,7,2,1,3,3,1,144,4.01368925393566,1,1,1,2,1.0,1.0,1.5,87,91.0,40.68343696113985,-73.92189105572821
20946797,4.962844630259907,7,5,1,5,3,3,177,6.414784394250513,1,0,0,4,1.0,2.0,1.0,3,100.0,37.75153591997784,-122.41732124074616
15642735,4.90527477843843,7,2,1,3,5,2,125,2.5626283367556466,0,0,0,2,1.0,1.0,3.0,65,88.0,40.7542566947625,-73.97279308344176
18464144,4.584967478670572,7,5,1,5,2,2,122,0.0,1,1,0,2,1.0,2.0,1.0,1,100.0,37.782651011339,-122.41935597033716
16638694,3.871201010907892,3,2,1,1,1,1,259,2.212183436002738,1,0,1,2,1.0,1.0,2.5,112,96.0,41.88425117506251,-87.7088547164407
6493622,5.075173815233828,7,5,1,5,3,1,121,0.9308692676249144,1,0,0,3,0.0,2.0,1.0,5,92.0,42.35199095108399,-71.0652093344532
12836723,4.700480365792417,7,2,1,5,3,2,155,1.3141683778234086,1,1,0,2,1.0,1.0,1.0,4,90.0,37.788680846371605,-122.41531097910294
4452641,4.0943445622221,7,1,-1,1,5,3,131,1.7221081451060918,0,0,1,1,1.0,1.0,2.0,1,100.0,41.931962698952496,-87.67504553464073
4080849,4.248495242049359,7,1,1,3,4,3,116,1.919233401779603,1,0,0,3,1.0,2.0,1.0,3,87.0,40.679542789413134,-73.97386842367169
17834499,4.442651256490317,3,2,1,2,3,2,182,3.8494182067077345,0,0,0,2,1.0,1.0,1.0,234,98.0,34.158125874730736,-118.31658193968887
15100064,4.248495242049359,3,2,1,2,4,2,143,2.1738535249828885,1,0,1,1,1.0,1.0,1.0,2,100.0,34.06699845773016,-118.36103456575307
805028,5.010635294096256,3,2,1,4,5,2,155,4.744695414099931,1,0,1,1,1.0,1.0,1.5,115,98.0,38.90944669470953,-77.0359065494293
4741103,5.288267030694535,7,5,1,2,3,2,165,2.3901437371663246,1,0,1,4,2.0,2.0,1.0,3,100.0,34.05625595032599,-118.3928065764038
1198231,3.912023005428147,7,2,1,3,3,3,127,0.0,1,0,0,1,1.0,1.0,1.0,3,80.0,40.68931630317853,-73.94476391119676
20572606,5.556828061699537,7,5,1,3,5,3,189,1.0130047912388775,1,1,1,6,1.0,3.0,1.0,66,83.0,40.733051663148814,-73.98418223676113
10233104,4.4998096703302615,3,2,1,5,2,2,106,3.359342915811088,1,0,0,3,1.0,2.0,1.0,170,97.0,37.7268463422332,-122.438729680799
12324550,6.309918278226516,9,5,1,5,4,2,276,1.2813141683778233,1,0,1,2,1.0,1.0,2.0,3,100.0,37.778036643318046,-122.39137627811115
16754004,4.4067192472642525,1,5,1,2,4,2,179,2.513347022587269,1,0,0,1,0.0,1.0,1.0,98,96.0,34.0395086494116,-118.45910057789378
15771536,4.4998096703302615,7,5,1,2,4,2,114,2.86652977412731,1,0,1,2,0.0,1.0,1.0,4,95.0,34.0882482216673,-118.32523380145255
9492969,3.6375861597263857,7,2,1,3,3,2,102,4.635181382614648,0,1,1,1,1.0,1.0,1.0,12,91.0,40.69898014566814,-73.93938712365006
18462008,5.634789603169249,10,5,1,4,5,1,179,1.3607118412046544,1,0,1,2,1.0,1.0,2.0,28,97.0,38.91321327709218,-77.03403776752408
3372089,5.703782474656202,7,5,1,3,5,3,118,0.0,0,1,0,6,1.0,4.0,1.0,26,97.0,40.740631901950366,-73.9820503755896
14732580,4.31748811353631,7,2,1,3,3,2,143,0.0,0,0,0,2,1.0,1.0,1.0,3,100.0,40.87895917736433,-73.90673720377308
5243259,4.31748811353631,7,2,1,2,3,1,38,4.563997262149213,1,0,1,2,1.0,1.0,1.0,85,91.0,33.90354627628393,-118.41605126909872
18174268,5.043425116919247,3,5,1,5,2,2,170,3.7481177275838466,1,0,1,4,2.0,2.0,2.0,16,100.0,37.7460037741176,-122.47482624947138
15721641,4.584967478670572,3,5,1,2,4,2,158,2.349075975359343,1,0,1,2,0.0,1.0,1.0,92,99.0,34.09829941391718,-118.26538818227952
9669305,4.0943445622221,7,2,1,3,4,2,66,2.4449007529089664,1,0,1,2,1.0,1.0,1.0,1,60.0,40.72804664443648,-73.97960035789183
9679337,4.127134385045092,7,2,1,2,3,1,149,1.1882272416153319,0,0,1,3,1.0,1.0,1.0,42,98.0,34.18500453250048,-118.44328660807648
12232198,4.59511985013459,7,5,1,2,4,1,66,0.4161533196440794,1,0,1,2,1.0,1.0,1.0,13,95.0,34.065331351754146,-118.36299293218212
4216774,4.653960350157523,7,2,1,3,5,1,172,3.033538672142368,1,1,1,1,1.0,1.0,2.0,14,100.0,40.72420383690073,-73.99114406630788
3438037,6.1092475827643655,7,5,1,3,5,1,179,0.7665982203969883,1,0,1,6,2.0,5.0,2.0,4,95.0,40.71800344799344,-74.00621509205996
12008385,5.1647859739235145,3,5,1,1,4,1,199,1.1197809719370295,1,0,1,6,3.0,3.0,1.0,62,95.0,41.894550046947295,-87.67970877963604
18849349,4.30406509320417,7,5,1,2,4,2,169,4.114989733059549,1,0,1,2,0.0,1.0,1.0,2,100.0,34.095073860856594,-118.32331953437084
9492750,3.912023005428147,3,2,1,2,1,3,183,0.8186173853524983,1,1,0,1,1.0,1.0,2.0,8,83.0,33.817938028898894,-118.35368172525143
7513709,4.553876891600541,7,2,1,3,4,2,186,6.198494182067077,1,0,0,2,1.0,1.0,2.0,49,99.0,40.72485036905888,-73.98348927997424
19591253,3.912023005428147,7,2,1,3,3,1,46,3.0362765229295,1,1,1,1,1.0,1.0,1.0,4,100.0,40.67163965781786,-73.95326439308695
14634272,4.605170185988092,7,5,1,3,2,3,178,1.0841889117043122,0,0,1,4,1.0,2.0,1.0,1,100.0,40.60787925169607,-73.95711509466425
846294,4.454347296253506,7,5,1,3,2,2,155,4.093086926762491,1,0,1,3,0.0,2.0,1.0,5,90.0,40.63316782228762,-73.95175104551345
13064828,5.521460917862246,7,5,1,3,5,1,114,4.440793976728268,1,0,1,3,2.0,2.0,1.0,16,91.0,40.74088906174779,-74.0018090440261
18895782,4.007333185232471,3,2,1,2,2,1,201,0.7227926078028748,0,1,1,2,1.0,1.0,1.0,28,99.0,34.18037861447001,-118.37605506864476
18637795,5.187385805840755,7,2,1,3,3,3,186,1.3826146475017111,1,0,1,5,1.0,2.0,2.0,8,100.0,40.81489262422714,-73.95112864795523
15679333,4.4998096703302615,7,2,1,3,4,1,89,2.0479123887748116,1,0,1,3,1.0,2.0,1.0,16,80.0,40.79961302408312,-73.96042711226153
13099377,5.075173815233828,9,5,1,3,3,1,180,2.9021218343600275,1,0,1,8,2.0,3.0,1.0,50,94.0,40.67285934354671,-73.92565543129072
3889219,5.010635294096256,7,5,1,3,4,1,115,5.1854893908282,1,1,0,2,0.0,1.0,1.0,16,88.0,40.68814348291612,-73.99194997536458
18584762,4.7535901911063645,7,2,1,5,4,3,108,4.503764544832307,0,0,1,2,1.0,1.0,1.0,7,97.0,37.78013411828925,-122.43152478647112
16072935,4.7791234931115305,7,5,1,5,3,1,281,2.8802190280629705,1,1,1,2,1.0,1.0,1.0,4,95.0,42.339493105546616,-71.04978033962844
4909347,4.30406509320417,7,2,1,3,3,1,46,6.1273100616016425,1,0,1,2,1.0,1.0,1.0,28,97.0,40.823069250108034,-73.93736720793136
11849414,4.290459441148391,7,2,1,3,5,3,58,4.553045859000685,1,0,1,2,1.0,1.0,1.0,1,100.0,40.73125724453247,-73.98148549532141
16164164,4.382026634673881,7,5,1,3,2,3,90,1.3305954825462012,1,0,1,2,1.0,1.0,1.0,2,80.0,40.86790163423548,-73.91841726945623
15618206,5.857933154483459,7,5,1,3,4,1,192,4.4490075290896645,1,0,0,6,2.0,3.0,1.0,25,95.0,40.68629656812799,-73.98572351317405
13926664,4.3694478524670215,7,2,1,2,3,3,143,3.46611909650924,0,1,1,1,1.0,1.0,1.0,12,82.0,34.17037472190846,-118.5187585140865
13689706,3.737669618283368,7,2,1,5,1,3,91,1.3141683778234086,0,0,1,2,1.0,1.0,1.0,8,86.0,42.34871296059264,-71.13803295228391
19608383,3.912023005428147,7,2,1,2,1,3,73,3.3210130047912387,0,0,1,1,1.0,1.0,1.0,30,95.0,34.0257516789365,-118.28925835709022
18195822,4.3694478524670215,7,5,1,2,4,1,176,1.7932922655715264,1,1,1,2,1.0,1.0,1.0,53,94.0,34.102468334862124,-118.3446392184869
5572024,4.219507705176107,7,5,1,3,4,3,158,0.917180013689254,1,0,1,2,1.0,1.0,1.0,12,96.0,40.713968750206455,-73.94872582033538
4822006,5.1647859739235145,7,5,1,3,5,3,59,1.51129363449692,1,0,1,2,1.0,1.0,1.0,5,100.0,40.7296848457072,-74.00114492462885
6401592,4.605170185988092,7,2,1,3,4,1,56,6.236824093086927,0,0,1,2,1.0,1.0,1.0,3,87.0,40.71556307481988,-73.94673461546121
7291481,4.3694478524670215,3,2,1,2,5,2,144,2.650239561943874,1,0,1,2,1.0,1.0,1.0,36,98.0,34.11341388106544,-118.32187158572866
19738695,5.1647859739235145,7,5,1,3,4,1,178,4.479123887748118,1,0,1,5,1.0,1.0,1.0,11,95.0,40.798651205982026,-73.96418978296761
