id,log_price,property_type_encoded,room_type_encoded,bed_type_encoded,city_encoded,neighbourhood_encoded,cancellation_policy_encoded,cleaning_fee_encoded,instant_bookable_encoded,host_identity_verified_encoded,accommodates_numeric,bedrooms_numeric,beds_numeric,bathrooms_numeric,number_of_reviews_numeric,review_scores_rating_numeric,localisation,reputation,couchages,amenities_score,host_experience_years
13763236,4.442651256490317,7,2,1,3,5,3,1,1,0,1,1.0,1.0,1.0,19,97.0,34,41012.8801597742,2.0,94,0.0
15073278,5.556828061699537,7,5,1,1,4,1,1,0,1,9,3.0,5.0,2.0,21,98.0,30,44011.05697435589,42.0,184,0.914442162902122
7660853,4.700480365792417,7,5,1,2,5,3,1,1,1,2,0.0,1.0,1.0,15,89.0,33,30677.90108530895,0.0,176,1.5222450376454484
7937782,4.3694478524670215,7,2,1,3,3,2,1,1,1,2,1.0,1.0,1.0,14,99.0,30,36671.9840477714,3.0,236,3.1156741957563314
20408687,6.052089168924417,7,5,1,3,5,1,1,0,1,6,3.0,4.0,2.0,39,96.0,34,57553.90155323964,30.0,197,2.316221765913758
13734276,4.605170185988092,3,5,1,4,5,2,1,1,0,2,1.0,1.0,1.0,27,96.0,23,47887.74072766432,3.0,183,0.621492128678987
17459003,5.521460917862246,7,5,1,5,2,1,1,0,1,2,1.0,1.0,1.0,1,100.0,30,10000.0,3.0,102,4.298425735797399
16884506,4.330733340286331,7,5,1,2,4,3,0,0,1,2,1.0,1.0,1.0,3,93.0,31,14980.50743466322,3.0,118,0.6598220396988365
3792754,4.700480365792417,3,2,1,3,2,1,1,1,0,4,1.0,2.0,1.0,5,92.0,16,18926.079361558222,6.0,236,0.0
17571184,5.003946305945459,7,5,1,2,5,1,1,0,1,3,0.0,1.0,1.0,1,100.0,33,10000.0,0.0,160,4.583162217659138
11103386,3.737669618283368,7,2,1,3,3,2,1,0,1,2,1.0,1.0,1.0,2,100.0,30,14142.135623730952,3.0,89,1.6043805612594113
16530962,3.8501476017100575,7,2,1,3,1,3,0,0,1,2,1.0,1.0,1.0,2,100.0,26,14142.135623730952,3.0,39,3.017111567419576
10337916,4.941642422609304,7,5,1,3,3,1,1,0,1,2,1.0,2.0,1.0,16,95.0,30,36100.0,4.0,147,3.1184120465434635
18212572,4.07753744390572,7,2,1,3,2,1,1,0,0,2,1.0,1.0,1.5,170,90.0,28,105611.07896428292,3.0,206,3.156741957563313
14945975,4.23410650459726,7,2,1,3,4,3,0,0,0,2,1.0,1.0,1.0,6,100.0,32,24494.89742783178,3.0,113,1.1526351813826146
2847048,3.80666248977032,7,5,1,3,1,3,1,0,1,2,1.0,2.0,1.0,27,83.0,26,35796.29404002599,4.0,129,2.951403148528405
15940395,5.521460917862246,7,5,1,3,5,3,0,0,1,2,0.0,1.0,1.0,1,100.0,34,10000.0,0.0,135,0.0
4447611,4.543294782270004,3,5,1,2,2,1,1,0,1,5,1.0,2.0,1.0,7,89.0,15,20956.996134942623,7.0,18,2.674880219028063
8014792,5.991464547107983,3,5,1,2,3,1,1,0,1,6,2.0,3.0,3.0,27,95.0,17,46895.27561492736,18.0,253,5.1854893908282
16005816,5.6167710976665735,9,2,1,5,5,1,0,0,1,2,1.0,1.0,1.0,45,100.0,42,67082.03932499369,3.0,141,1.541409993155373
10019404,5.075173815233828,7,5,1,5,3,1,1,1,0,2,0.0,1.0,1.0,22,99.0,32,45970.76486202944,0.0,262,1.6646132785763177
19207312,3.6375861597263857,3,2,1,3,3,1,1,0,1,4,1.0,2.0,0.0,67,95.0,18,73872.80876614887,6.0,87,4.687200547570157
14136445,4.820281565605037,7,2,1,3,5,3,0,0,1,2,1.0,1.0,2.0,52,99.0,34,70676.01610164512,3.0,155,2.7734428473648185
19759638,4.4998096703302615,7,5,1,3,3,2,1,0,1,4,2.0,2.0,1.0,1,80.0,30,6400.0,12.0,188,1.998631074606434
13883706,5.3230099791384085,4,5,1,4,4,1,1,0,1,4,2.0,2.0,2.5,72,96.0,24,78200.35314498266,12.0,178,1.7056810403832992
6729099,4.605170185988092,7,2,1,3,5,3,1,0,1,2,1.0,1.0,1.0,1,100.0,34,10000.0,3.0,128,2.1218343600273784
17610236,5.043425116919247,9,5,1,1,4,1,1,0,1,4,1.0,2.0,1.0,3,100.0,36,17320.508075688773,6.0,222,1.4510609171800135
8310024,4.007333185232471,3,2,1,2,1,3,1,0,1,1,1.0,1.0,1.0,7,100.0,13,26457.51311064591,2.0,130,0.8706365503080082
19876855,5.298317366548036,7,5,1,5,3,3,1,0,1,3,2.0,2.0,1.0,7,77.0,32,15686.659523301958,10.0,179,2.236824093086927
14824015,4.74493212836325,3,5,1,1,5,1,1,1,1,3,2.0,2.0,1.0,13,100.0,20,36055.51275463989,10.0,137,1.998631074606434
19014865,6.542471960506807,7,5,1,2,5,1,1,0,1,10,6.0,8.0,3.5,7,91.0,33,21909.466606925875,50.0,124,2.7186858316221767
10056245,5.697093486505405,3,5,1,2,4,1,1,1,1,10,4.0,4.0,2.0,45,99.0,19,65747.10674242632,50.0,207,2.568104038329911
722085,4.343805421853683,7,2,1,3,5,1,1,0,1,1,1.0,1.0,1.0,23,99.0,34,47003.94475998796,2.0,157,3.446954140999316
3534562,5.68697535633982,7,5,1,3,5,1,0,1,1,4,1.0,2.0,1.0,1,80.0,34,6400.0,6.0,251,1.6427104722792607
8719769,4.0943445622221,7,2,1,5,1,1,0,1,0,2,1.0,1.0,1.0,1,100.0,28,10000.0,3.0,120,0.0
11510962,4.248495242049359,7,2,-1,3,3,2,1,0,1,2,1.0,1.0,1.0,51,90.0,30,57845.57027119709,3.0,200,0.0
6887127,3.8918202981106265,3,2,1,1,1,1,0,1,1,2,1.0,1.0,3.0,15,95.0,12,34953.67469952194,3.0,187,0.7665982203969883
19439509,4.605170185988092,7,5,1,2,5,1,1,1,1,2,0.0,1.0,1.0,6,100.0,33,24494.89742783178,0.0,156,2.735112936344969
13282756,5.521460917862246,7,5,1,5,3,2,1,0,1,3,2.0,2.0,1.5,7,100.0,32,26457.51311064591,10.0,160,3.715263518138261
6018598,4.700480365792417,7,2,-1,3,3,1,1,0,1,1,0.0,1.0,1.0,7,97.0,30,24893.874085806736,0.0,101,6.275154004106776
1613859,4.553876891600541,7,2,1,3,4,1,1,0,1,2,1.0,2.0,1.0,31,95.0,32,50249.07337454095,4.0,156,8.175222450376454
18124996,5.1647859739235145,7,5,1,5,4,2,1,0,1,2,1.0,1.0,1.0,25,92.0,34,42320.0,3.0,107,2.483230663928816
14872918,5.978885764901122,7,5,1,5,4,1,1,0,1,4,1.0,1.0,1.0,15,92.0,34,32780.93104229958,5.0,73,4.61327857631759
2017363,5.1929568508902095,3,2,1,5,1,2,1,0,1,7,1.0,4.0,1.0,16,86.0,16,29584.0,11.0,182,1.6865160848733745
11083685,3.8918202981106265,3,2,1,2,3,3,0,0,0,1,1.0,1.0,1.0,1,100.0,17,10000.0,2.0,130,0.8213552361396304
5359410,3.1354942159291497,7,1,1,3,1,1,0,1,1,1,1.0,1.0,1.0,79,89.0,26,70403.38797955678,2.0,92,2.308008213552361
1793411,4.553876891600541,7,5,1,2,5,1,1,0,1,2,0.0,1.0,1.0,11,100.0,33,33166.247903553995,0.0,166,2.521560574948665
3271517,4.8283137373023015,7,5,1,3,5,3,0,0,1,2,1.0,1.0,1.0,4,100.0,34,20000.0,3.0,88,5.44558521560575
15681036,5.783825182329737,7,5,1,5,3,1,1,0,1,5,3.0,3.0,1.0,4,95.0,32,18050.0,24.0,233,2.8145106091718
14886600,3.970291913552122,7,2,1,4,3,2,0,0,1,1,2.0,3.0,2.0,38,89.0,31,48828.32331751726,8.0,146,2.7104722792607805
8563943,3.80666248977032,7,2,-1,3,2,1,0,0,1,1,1.0,1.0,1.0,132,92.0,28,97243.95648059576,2.0,188,2.135523613963039
9231869,5.521460917862246,7,5,1,3,4,3,1,0,0,5,3.0,4.0,1.0,2,100.0,32,14142.135623730952,27.0,165,1.9739904175222447
19389707,4.90527477843843,7,5,1,1,4,2,1,1,1,5,2.0,2.0,1.0,39,92.0,30,52857.66305844404,14.0,168,2.6721423682409307
6403217,3.9889840465642745,7,2,1,3,3,2,0,0,1,2,1.0,1.0,1.0,59,90.0,30,62217.28055773572,3.0,62,4.7118412046543465
15340622,4.8283137373023015,7,5,1,3,4,1,1,0,1,3,1.0,2.0,1.0,15,99.0,32,37959.10977617889,5.0,134,1.9219712525667352
17124014,6.902742737158593,3,5,1,4,2,1,1,0,1,16,7.0,10.0,6.0,12,96.0,17,31925.160485109544,50.0,178,1.2840520191649556
20309405,5.521460917862246,7,5,1,5,3,1,1,1,1,5,2.0,3.0,1.0,98,92.0,32,83789.32514348114,16.0,169,1.0157426420260096
1869380,5.1298987149230735,3,5,1,2,4,2,1,1,1,7,3.0,4.0,2.0,6,90.0,19,19840.866916543742,33.0,187,2.9897330595482545
19093685,6.3543700407973525,3,5,1,5,3,1,1,0,1,6,4.0,4.0,2.0,15,96.0,20,35693.41451864756,40.0,193,3.515400410677618
600877,3.912023005428147,7,5,1,2,4,3,1,0,1,2,0.0,1.0,1.0,2,100.0,31,14142.135623730952,0.0,99,1.5030800821355237
9887485,5.010635294096256,7,5,1,3,4,2,0,0,1,3,1.0,1.0,1.0,59,95.0,32,69322.34037451418,4.0,151,4.388774811772758
18036863,5.105945473900579,3,2,1,3,3,3,1,0,0,2,1.0,1.0,1.0,26,92.0,18,43158.10116304933,3.0,81,5.51129363449692
10414065,4.0943445622221,3,2,1,3,2,1,1,0,0,2,1.0,1.0,2.0,111,91.0,16,87245.74872737353,3.0,85,1.678302532511978
16124627,4.4998096703302615,7,2,1,2,4,3,1,1,1,2,1.0,1.0,1.0,4,95.0,31,18050.0,3.0,98,1.111567419575633
13590391,6.551080335043403,7,5,1,5,4,1,1,0,1,6,2.0,5.0,2.0,1,100.0,34,10000.0,22.0,137,5.4401095140314855
17743923,5.068904202220232,7,5,1,3,5,1,1,1,1,2,1.0,1.0,1.0,266,93.0,34,141060.92111566546,3.0,180,5.774127310061601
15133612,4.174387269895637,7,2,1,5,1,3,0,1,1,2,1.0,1.0,1.0,101,91.0,28,83223.0200185021,3.0,49,2.9897330595482545
11657836,4.787491742782046,7,5,1,3,4,3,0,0,1,2,1.0,1.0,1.0,2,100.0,32,14142.135623730952,3.0,106,4.388774811772758
7541444,4.442651256490317,7,2,1,3,5,2,1,1,0,3,1.0,2.0,1.0,61,91.0,34,64676.677566183,5.0,171,1.1772758384668036
10995810,5.010635294096256,7,5,1,3,3,2,1,0,0,5,2.0,2.0,1.0,2,100.0,30,14142.135623730952,14.0,167,1.7631759069130732
4575369,4.48863636973214,4,2,1,5,1,1,1,0,1,2,1.0,1.0,1.5,118,91.0,19,89954.68524762898,3.0,47,4.265571526351814
14233330,4.007333185232471,7,2,1,3,4,2,1,0,1,2,1.0,1.0,1.0,15,92.0,32,32780.93104229958,3.0,181,1.3661875427789183
18924251,3.970291913552122,7,2,1,3,3,1,1,0,1,2,1.0,1.0,1.0,64,96.0,30,73728.0,3.0,132,2.617385352498289
12226594,4.174387269895637,7,2,1,3,3,2,0,0,1,2,1.0,1.0,1.0,48,95.0,30,62527.03415323647,3.0,134,0.5503080082135524
12681933,5.043425116919247,7,5,1,4,5,3,1,0,1,3,1.0,2.0,1.0,72,95.0,35,76579.66440250308,5.0,178,2.223134839151266
7912140,5.010635294096256,7,5,1,3,4,1,1,0,1,4,1.0,3.0,1.0,101,98.0,32,96519.00546524502,7.0,172,5.256673511293634
16334479,5.48063892334199,7,5,1,3,5,1,1,0,0,4,1.0,1.0,1.0,1,100.0,34,10000.0,5.0,128,3.994524298425736
16983905,3.688879454113936,7,5,-1,3,4,3,0,0,0,1,0.0,1.0,1.0,1,80.0,32,6400.0,0.0,71,1.158110882956879
8188894,4.174387269895637,7,2,1,5,4,2,0,0,1,3,1.0,2.0,1.0,202,99.0,34,139298.38262521214,5.0,336,2.140999315537304
1752286,5.003946305945459,7,5,1,3,3,2,1,0,0,3,1.0,1.0,1.0,52,95.0,30,65080.200522125,4.0,74,4.188911704312115
15774149,4.8283137373023015,7,5,1,3,5,1,1,0,0,3,1.0,2.0,1.0,12,95.0,34,31263.517076618235,5.0,110,1.0677618069815196
10362654,3.912023005428147,7,2,1,3,4,3,0,0,1,1,1.0,1.0,1.0,2,100.0,32,14142.135623730952,2.0,72,4.5804243668720055
17441150,4.48863636973214,7,5,1,4,4,3,1,0,1,2,1.0,1.0,1.0,7,94.0,33,23377.85858456672,3.0,159,2.3107460643394937
207351,4.8283137373023015,3,2,1,5,3,2,1,0,1,2,1.0,1.0,1.0,60,100.0,20,77459.66692414835,3.0,151,2.0150581793292264
14327689,4.07753744390572,3,2,1,2,4,1,1,0,0,2,1.0,1.0,1.0,10,98.0,19,30370.51464825712,3.0,103,1.3114305270362765
14319899,3.6635616461296463,3,2,1,4,1,1,1,1,1,4,1.0,2.0,1.0,3,87.0,15,13109.89256248883,6.0,177,8.106776180698152
4309648,4.30406509320417,3,2,1,2,4,1,1,0,0,2,1.0,1.0,1.0,3,100.0,19,17320.508075688773,3.0,143,4.648870636550308
16395401,4.553876891600541,7,5,1,3,2,1,1,0,0,2,0.0,1.0,1.0,6,97.0,28,23047.24898984692,0.0,262,4.594113620807666
13101408,5.41164605185504,7,5,1,3,4,1,1,0,1,4,1.0,2.0,1.0,21,99.0,32,44913.82438626219,6.0,248,2.3326488706365502
20742462,5.521460917862246,7,5,1,3,4,2,1,0,1,4,0.0,3.0,1.0,27,90.0,32,42088.83462392372,0.0,132,1.295003422313484
7734236,4.605170185988092,7,5,1,3,4,2,0,0,1,2,0.0,1.0,1.0,2,80.0,32,9050.966799187809,0.0,89,1.5058179329226558
15266468,5.043425116919247,7,5,1,2,5,1,1,1,1,4,1.0,2.0,1.0,87,96.0,33,85961.12535326653,6.0,228,1.8781656399726208
11796425,5.187385805840755,7,5,1,3,4,1,1,0,1,6,2.0,3.0,1.0,93,98.0,32,92617.62190857634,18.0,221,3.964407939767282
17186576,5.075173815233828,3,5,1,2,3,2,1,0,1,4,1.0,2.0,1.0,6,84.0,17,17283.599625078103,6.0,75,4.3668720054757015
535095,4.90527477843843,7,5,1,2,5,1,1,0,0,2,1.0,1.0,1.0,28,93.0,33,45766.20617879529,3.0,200,1.7631759069130732
17704706,5.068904202220232,7,5,1,4,5,1,1,0,1,3,1.0,1.0,1.0,66,98.0,35,78023.26483812377,4.0,188,5.467488021902806
1006909,4.204692619390967,7,5,1,2,2,3,1,0,1,2,0.0,1.0,1.0,3,100.0,27,17320.508075688773,0.0,116,2.9623545516769334
190542,4.605170185988092,7,2,1,3,5,1,1,0,0,2,1.0,1.0,1.0,16,96.0,34,36864.0,3.0,212,1.790554414784394
4288271,5.913503005638268,7,5,1,5,5,1,1,0,0,6,3.0,4.0,1.0,2,100.0,36,14142.135623730952,30.0,117,3.561943874058864
15679326,4.553876891600541,7,2,1,3,3,2,1,0,0,2,1.0,1.0,1.0,6,97.0,30,23047.24898984692,3.0,81,0.4818617385352498
19121136,4.394449154672439,3,2,1,3,2,1,1,1,1,2,1.0,1.0,2.0,83,97.0,16,85720.06954616871,3.0,134,5.514031485284052
8523209,4.07753744390572,7,2,1,3,3,1,1,0,1,1,1.0,1.0,1.0,4,85.0,30,14450.0,2.0,89,2.483230663928816
6779912,4.4998096703302615,7,2,1,3,3,3,0,0,0,1,1.0,1.0,1.0,4,100.0,30,20000.0,2.0,66,0.188911704312115
8810937,4.59511985013459,7,5,1,2,4,1,1,1,0,2,0.0,1.0,1.0,8,98.0,31,27164.214106062413,0.0,146,0.0
6215083,5.1647859739235145,3,5,1,2,5,3,1,0,0,2,1.0,1.0,1.0,5,100.0,21,22360.679774997898,3.0,115,4.865160848733744
16593929,4.382026634673881,7,2,1,3,3,3,1,0,1,2,1.0,1.0,1.0,1,80.0,30,6400.0,3.0,86,4.555783709787817
15628671,4.8283137373023015,7,2,1,5,3,2,1,0,1,2,1.0,1.0,1.0,22,99.0,32,45970.76486202944,3.0,143,5.670088980150582
915058,5.298317366548036,7,2,1,3,4,3,1,0,1,2,1.0,1.0,1.0,2,100.0,32,14142.135623730952,3.0,148,2.026009582477755
20571036,4.553876891600541,7,2,1,3,4,3,1,0,1,2,1.0,1.0,1.0,3,100.0,32,17320.508075688773,3.0,147,1.434633812457221
4757501,4.718498871295094,9,2,1,5,2,2,1,0,1,1,1.0,1.0,1.0,13,93.0,36,31184.412981488043,2.0,109,5.5277207392197125
13466609,5.010635294096256,1,5,1,5,3,1,1,1,1,2,1.0,1.0,1.0,1,80.0,14,6400.0,3.0,61,4.594113620807666
17922658,3.912023005428147,7,2,1,3,4,1,0,0,0,1,1.0,1.0,1.0,1,100.0,32,10000.0,2.0,124,3.0910335386721424
6052238,5.272999558563747,3,5,1,2,5,1,1,1,0,4,1.0,2.0,1.0,76,96.0,21,80343.2253273417,6.0,172,4.435318275154004
18294753,5.802118375377063,9,5,1,5,4,1,1,1,0,7,2.0,4.0,2.0,52,99.0,40,70676.01610164512,22.0,207,0.1697467488021903
10577807,4.574710978503383,7,5,1,2,5,2,1,0,1,3,1.0,2.0,1.0,2,100.0,33,14142.135623730952,5.0,151,1.820670773442848
705901,4.174387269895637,7,2,1,3,2,1,1,1,0,2,1.0,1.0,1.0,12,93.0,28,29961.01486932644,3.0,154,0.5503080082135524
8327297,3.688879454113936,7,2,1,3,2,2,1,0,1,1,1.0,1.0,1.0,1,100.0,28,10000.0,2.0,56,2.050650239561944
3230459,4.605170185988092,7,5,1,2,4,1,1,0,1,2,1.0,1.0,1.0,3,100.0,31,17320.508075688773,3.0,86,2.973305954825462
13688676,5.521460917862246,7,5,1,3,5,1,1,0,1,2,0.0,1.0,1.0,2,100.0,34,14142.135623730952,0.0,154,4.306639288158795
12891981,5.703782474656202,7,5,1,3,5,1,1,0,1,6,2.0,3.0,1.0,51,83.0,34,49197.300444231696,18.0,178,0.621492128678987
19274661,4.4998096703302615,7,2,1,3,4,2,0,0,1,2,1.0,1.0,1.0,6,90.0,32,19840.866916543742,3.0,134,1.434633812457221
13466100,4.59511985013459,7,5,1,4,5,1,1,0,1,4,1.0,1.0,1.0,17,100.0,35,41231.056256176606,5.0,179,2.050650239561944
14860539,4.0943445622221,7,2,1,5,1,1,0,0,0,1,1.0,1.0,1.0,1,40.0,28,1600.0,2.0,62,1.566050650239562
17385564,5.940171252720432,7,5,1,3,5,1,1,0,1,5,2.0,3.0,1.0,32,99.0,34,55442.82849927482,16.0,134,0.6872005475701575
12874869,5.991464547107983,3,5,1,2,4,1,1,0,1,8,4.0,4.0,2.5,37,99.0,19,59617.15555945285,48.0,197,3.712525667351129
4000579,4.8283137373023015,7,2,1,3,5,1,1,0,1,1,2.0,2.0,1.0,16,96.0,34,36864.0,6.0,168,3.7207392197125255
3310262,4.174387269895637,7,5,1,4,1,1,1,1,0,2,1.0,1.0,1.0,16,85.0,27,28900.0,3.0,146,0.2765229295003422
20775449,4.174387269895637,7,2,1,3,4,1,0,0,1,2,1.0,1.0,1.0,7,91.0,32,21909.466606925875,3.0,138,2.86652977412731
18193552,5.521460917862246,7,5,1,3,5,1,1,0,1,5,1.0,3.0,1.0,5,96.0,34,20607.602480638063,8.0,127,2.4722792607802875
4218129,4.174387269895637,3,2,1,1,1,1,1,0,1,2,1.0,1.0,1.0,7,100.0,12,26457.51311064591,3.0,142,5.949349760438056
5467665,4.48863636973214,6,2,1,2,4,3,1,0,1,2,1.0,1.0,2.5,4,90.0,28,16200.0,3.0,156,0.5886379192334018
2243321,5.220355825078324,3,5,1,2,4,2,1,0,1,2,1.0,1.0,1.0,15,97.0,19,36440.900304465584,3.0,160,3.3210130047912387
8409891,5.521460917862246,7,5,1,3,5,1,1,0,1,2,0.0,1.0,1.0,6,100.0,34,24494.89742783178,0.0,200,3.5071868583162216
16354659,4.23410650459726,6,2,1,3,1,3,0,1,0,3,1.0,2.0,2.0,14,96.0,23,34483.11447650864,5.0,150,0.0
235651,3.58351893845611,7,2,1,3,2,1,1,1,0,2,1.0,1.0,1.0,1,100.0,28,10000.0,3.0,81,2.3846680355920604
1937433,5.697093486505405,7,5,1,2,5,1,1,1,0,4,1.0,2.0,1.0,14,93.0,33,32361.59473820782,6.0,172,0.1806981519507187
14240790,5.68697535633982,3,5,1,5,3,1,1,0,1,2,1.0,1.0,1.0,26,100.0,20,50990.19513592785,3.0,157,2.43668720054757
3609024,4.90527477843843,7,2,1,3,4,1,1,0,1,2,1.0,1.0,1.0,24,82.0,32,32940.73806094818,3.0,72,4.840520191649556
7930082,5.010635294096256,7,2,1,2,5,3,1,1,1,2,1.0,1.0,1.0,1,100.0,33,10000.0,3.0,134,1.73305954825462
21173707,4.59511985013459,7,2,1,3,5,2,1,0,0,1,1.0,1.0,1.0,2,80.0,34,9050.966799187809,2.0,64,0.8158795345653662
2547335,4.605170185988092,7,2,1,5,2,1,1,0,1,2,1.0,1.0,1.5,28,91.0,30,43818.93321385175,3.0,79,3.956194387405888
18191965,4.653960350157523,6,2,1,5,2,3,1,0,1,2,1.0,1.0,1.5,13,98.0,27,34627.71444955615,3.0,207,4.440793976728268
14138031,5.010635294096256,3,5,1,4,2,2,1,0,1,8,3.0,6.0,2.0,5,96.0,17,20607.602480638063,42.0,190,2.694045174537988
463133,3.970291913552122,3,2,-1,4,1,1,0,0,1,2,1.0,1.0,1.0,138,99.0,15,115135.68055993762,3.0,147,1.379876796714579
14107909,4.605170185988092,7,2,1,2,5,3,1,0,1,2,1.0,1.0,1.0,5,96.0,33,20607.602480638063,3.0,161,2.844626967830253
996577,3.713572066704309,6,2,1,3,4,1,1,0,1,1,1.0,1.0,1.0,9,95.0,29,27075.0,2.0,152,1.0431211498973303
9715404,3.688879454113936,7,2,-1,2,4,2,1,0,1,2,1.0,1.0,1.0,20,98.0,31,42950.39371181596,3.0,73,5.08145106091718
17157954,5.1647859739235145,3,5,1,3,3,1,1,0,1,6,2.0,4.0,1.5,11,93.0,18,28685.487811783853,20.0,259,5.924709103353867
6170705,3.80666248977032,7,1,1,3,4,3,0,0,1,1,1.0,1.0,1.0,13,97.0,32,33924.631950840674,2.0,137,3.1074606433949348
17626590,5.1298987149230735,7,5,1,2,5,2,1,0,1,2,1.0,1.0,1.0,38,97.0,33,58000.97135393509,3.0,144,3.3292265571526354
8089814,4.174387269895637,7,2,1,1,3,3,1,0,1,4,1.0,1.0,1.0,1,100.0,28,10000.0,5.0,146,3.3073237508555784
21010735,5.3230099791384085,7,5,1,3,5,1,1,1,1,4,0.0,3.0,1.0,63,83.0,34,54679.7423457719,0.0,205,0.3011635865845311
14196523,5.043425116919247,7,5,1,3,4,2,0,0,1,2,0.0,1.0,1.0,9,82.0,32,20172.0,0.0,96,2.650239561943874
9507795,3.951243718581428,7,2,1,3,4,1,1,0,1,1,1.0,1.0,1.0,5,85.0,32,16155.591137435982,2.0,105,1.3552361396303902
1203172,4.174387269895637,3,2,1,2,1,3,1,0,1,2,1.0,1.0,1.0,12,100.0,13,34641.016151377546,3.0,170,2.3326488706365502
6849332,4.787491742782046,3,5,1,2,4,1,1,1,1,4,1.0,1.0,1.0,45,98.0,19,64425.59056772394,5.0,216,0.6899383983572895
17042235,5.075173815233828,3,2,1,5,3,1,1,0,1,2,1.0,1.0,1.5,20,95.0,20,40361.02699387121,3.0,167,4.347707049965777
16542558,4.30406509320417,6,2,1,2,2,2,1,1,1,2,1.0,1.0,1.0,13,98.0,24,34627.71444955615,3.0,167,2.907597535934292
1421933,4.143134726391533,7,2,1,2,1,2,1,0,0,2,1.0,1.0,1.0,2,100.0,25,14142.135623730952,3.0,139,0.0
18238397,4.605170185988092,9,2,1,4,2,1,1,0,1,1,1.0,1.0,1.0,12,95.0,35,31263.517076618235,2.0,211,4.607802874743326
6481703,5.3471075307174685,7,5,1,5,4,1,1,0,0,2,1.0,1.0,1.0,16,99.0,34,39204.0,3.0,96,1.0157426420260096
5593975,6.016157159698354,3,5,1,2,5,1,1,0,1,5,3.0,3.0,2.0,7,97.0,21,24893.874085806736,24.0,153,0.5995893223819302
10790389,4.248495242049359,3,2,1,4,3,1,1,0,1,2,1.0,1.0,2.0,22,95.0,19,42331.002232406456,3.0,134,3.6386036960985626
15084743,5.3706380281276624,10,5,1,2,4,2,1,0,1,5,1.0,2.0,2.0,13,98.0,40,34627.71444955615,7.0,218,0.1259411362080766
17925200,5.857933154483459,3,5,1,4,5,1,1,0,1,6,3.0,3.0,2.5,3,100.0,23,17320.508075688773,27.0,140,5.4428473648186175
13559613,4.605170185988092,7,2,1,3,4,1,1,0,0,1,1.0,1.0,2.0,37,90.0,32,49270.37649541558,2.0,98,6.354551676933607
16443296,4.174387269895637,7,2,1,3,3,1,1,1,1,2,1.0,1.0,1.5,87,91.0,30,77240.02593862849,3.0,144,4.01368925393566
20946797,4.962844630259907,7,5,1,5,3,3,1,0,0,4,1.0,2.0,1.0,3,100.0,32,17320.508075688773,6.0,177,6.414784394250513
15642735,4.90527477843843,7,2,1,3,5,2,0,0,0,2,1.0,1.0,3.0,65,88.0,34,62434.12400282396,3.0,125,2.5626283367556466
18464144,4.584967478670572,7,5,1,5,2,2,1,1,0,2,1.0,2.0,1.0,1,100.0,30,10000.0,4.0,122,0.0
16638694,3.871201010907892,3,2,1,1,1,1,1,0,1,2,1.0,1.0,2.5,112,96.0,12,97532.97633108508,3.0,259,2.212183436002738
6493622,5.075173815233828,7,5,1,5,3,1,1,0,0,3,0.0,2.0,1.0,5,92.0,32,18926.079361558222,0.0,121,0.9308692676249144
12836723,4.700480365792417,7,2,1,5,3,2,1,1,0,2,1.0,1.0,1.0,4,90.0,32,16200.0,3.0,155,1.3141683778234086
4452641,4.0943445622221,7,1,-1,1,5,3,0,0,1,1,1.0,1.0,2.0,1,100.0,32,10000.0,2.0,131,1.7221081451060918
4080849,4.248495242049359,7,1,1,3,4,3,1,0,0,3,1.0,2.0,1.0,3,87.0,32,13109.89256248883,5.0,116,1.919233401779603
17834499,4.442651256490317,3,2,1,2,3,2,0,0,0,2,1.0,1.0,1.0,234,98.0,17,146912.95022563532,3.0,182,3.849418206707736
15100064,4.248495242049359,3,2,1,2,4,2,1,0,1,1,1.0,1.0,1.0,2,100.0,19,14142.135623730952,2.0,143,2.1738535249828885
805028,5.010635294096256,3,2,1,4,5,2,1,0,1,1,1.0,1.0,1.5,115,98.0,23,102991.4260509097,2.0,155,4.744695414099931
4741103,5.288267030694535,7,5,1,2,3,2,1,0,1,4,2.0,2.0,1.0,3,100.0,29,17320.508075688773,12.0,165,2.390143737166325
1198231,3.912023005428147,7,2,1,3,3,3,1,0,0,1,1.0,1.0,1.0,3,80.0,30,11085.125168440814,2.0,127,0.0
20572606,5.556828061699537,7,5,1,3,5,3,1,1,1,6,1.0,3.0,1.0,66,83.0,34,55966.50056953714,9.0,189,1.0130047912388775
10233104,4.4998096703302615,3,2,1,5,2,2,1,0,0,3,1.0,2.0,1.0,170,97.0,18,122678.35086110343,5.0,106,3.359342915811088
12324550,6.309918278226516,9,5,1,5,4,2,1,0,1,2,1.0,1.0,2.0,3,100.0,40,17320.508075688773,3.0,276,1.2813141683778233
16754004,4.4067192472642525,1,5,1,2,4,2,1,0,0,1,0.0,1.0,1.0,98,96.0,13,91233.7453358131,0.0,179,2.513347022587269
15771536,4.4998096703302615,7,5,1,2,4,2,1,0,1,2,0.0,1.0,1.0,4,95.0,31,18050.0,0.0,114,2.86652977412731
9492969,3.6375861597263857,7,2,1,3,3,2,0,1,1,1,1.0,1.0,1.0,12,91.0,30,28686.225474955743,2.0,102,4.635181382614648
18462008,5.634789603169249,10,5,1,4,5,1,1,0,1,2,1.0,1.0,2.0,28,97.0,44,49787.74817161347,3.0,179,1.3607118412046544
