id,log_price,property_type_encoded,room_type_encoded,bed_type_encoded,city_encoded,neighbourhood_encoded,cancellation_policy_encoded,cleaning_fee_encoded,instant_bookable_encoded,host_identity_verified_encoded,accommodates_numeric,bedrooms_numeric,beds_numeric,bathrooms_numeric,number_of_reviews_numeric,review_scores_rating_numeric,latitude_numeric,longitude_numeric,localisation,reputation,couchages,amenities_score,host_experience_years
3173116,4.691347882229144,4,2,1,5,2,3,1,1,0,2,1.0,1.0,1.0,84,86.0,37.79009201244714,-122.40628745597203,21,67785.45967978679,3.0,170,0.3230663928815879
16946246,4.68213122712422,7,5,1,3,4,1,0,0,1,2,1.0,1.0,1.0,7,94.0,40.72696636988226,-73.9471229107606,32,23377.85858456672,3.0,71,2.4996577686516086
13751276,4.31748811353631,7,5,-1,3,3,3,0,0,0,2,1.0,1.0,1.0,7,93.0,40.6932904197594,-73.9405504172518,30,22883.10308939765,3.0,73,2.239561943874059
6527658,4.31748811353631,7,5,1,4,2,1,1,0,0,2,0.0,1.0,1.0,51,94.0,38.92677077743404,-76.98813999319462,29,63101.66159460463,0.0,128,1.9356605065023955
11752544,4.867534450455582,7,5,1,3,3,3,1,1,1,3,0.0,3.0,1.0,2,100.0,40.57688080566447,-73.9530822182077,30,14142.135623730952,0.0,143,5.533196440793977
3613461,4.4998096703302615,7,5,1,3,4,1,1,0,1,2,1.0,2.0,1.0,5,100.0,40.679224508376926,-73.96907489314192,32,22360.679774997898,4.0,149,4.098562628336755
586981,4.672828834461906,7,5,1,1,4,1,1,1,1,4,2.0,2.0,1.0,12,93.0,41.89697415381768,-87.67654840296998,30,29961.01486932644,12.0,178,5.3114305270362765
12124688,5.298317366548036,7,5,1,4,5,2,1,0,0,2,1.0,1.0,1.0,23,96.0,38.90388921187167,-77.04974636869386,35,44198.38331885002,3.0,128,0.6872005475701575
14295885,4.812184355372417,7,5,1,2,5,1,1,1,1,4,1.0,3.0,1.0,3,93.0,34.067769656073075,-118.38259926161606,33,14980.50743466322,7.0,122,0.0
8815099,6.38856140554563,9,5,1,5,5,1,1,0,0,6,3.0,4.0,2.5,15,99.0,37.79587703076954,-122.42869913188,42,37959.10977617889,30.0,311,0.0
748598,5.991464547107983,7,5,1,2,4,1,1,1,0,5,3.0,2.0,3.0,1,100.0,34.15191036581879,-118.4124868592158,31,10000.0,21.0,208,1.2347707049965777
19226097,5.6167710976665735,7,5,1,3,4,1,1,0,1,2,1.0,1.0,1.0,10,98.0,40.78973859843295,-73.97017676811663,32,30370.51464825712,3.0,152,3.742642026009584
19830557,3.970291913552122,7,2,1,3,3,3,0,1,0,2,1.0,1.0,1.0,7,89.0,40.82039676010355,-73.92134539192195,30,20956.996134942623,3.0,91,0.0
9093866,5.293304824724492,3,5,1,2,4,1,1,1,1,6,3.0,3.0,2.0,81,90.0,34.04787296583046,-118.46919791321196,19,72900.0,27.0,177,1.0677618069815196
4754844,5.416100402204419,7,5,1,5,5,2,1,0,1,2,1.0,1.0,1.0,41,97.0,37.80374420486383,-122.4259757900763,36,60246.99595000567,3.0,146,2.078028747433265
816459,5.010635294096256,7,5,1,4,4,3,1,0,1,2,1.0,1.0,1.0,10,98.0,38.89819908172321,-76.9948914501027,33,30370.51464825712,3.0,125,0.7665982203969883
7958316,4.4998096703302615,7,5,1,3,3,3,1,1,1,2,1.0,1.0,1.0,14,99.0,40.84545598729397,-73.89012946360829,30,36671.9840477714,3.0,191,0.3121149897330595
13685867,4.605170185988092,7,1,-1,4,2,3,1,0,1,2,1.0,2.0,1.0,5,100.0,38.90156841950599,-76.98077837738194,29,22360.679774997898,4.0,218,2.5790554414784395
15788312,4.48863636973214,7,5,1,1,2,1,1,0,1,5,2.0,2.0,1.0,51,81.0,41.84997565683914,-87.67185662942194,26,46854.91191966964,14.0,130,5.429158110882957
7036112,4.74493212836325,7,5,1,4,4,2,1,0,1,4,1.0,1.0,1.0,41,96.0,38.96208722095964,-77.07330353442137,33,59011.19297218113,5.0,207,3.5181382614647503
3768496,5.093750200806762,7,5,1,2,4,2,1,0,1,5,2.0,2.0,2.0,13,95.0,34.09859384642852,-118.3484458470893,31,32540.1002610625,14.0,205,2.841889117043121
2798599,4.248495242049359,3,2,1,3,3,3,0,0,1,2,1.0,2.0,1.0,8,94.0,40.7619404511299,-73.91880647618954,18,24991.982074257336,4.0,114,1.5277207392197123
2935269,4.0943445622221,3,2,1,2,4,1,1,0,1,2,1.0,1.0,1.5,26,94.0,34.157481956004816,-118.10687911499896,19,45054.93642210584,3.0,167,1.1307323750855578
3914363,3.49650756146648,3,2,1,2,1,2,0,0,1,2,1.0,1.0,0.5,84,94.0,34.07049485272664,-118.03995487136218,13,80983.2776812596,3.0,122,2.324435318275154
20235608,5.68697535633982,10,5,1,3,4,1,1,0,1,3,1.0,2.0,1.0,20,98.0,40.71571541144154,-73.96441228036001,41,42950.39371181596,5.0,131,7.12662559890486
16945718,4.653960350157523,7,2,1,3,4,1,1,0,1,2,1.0,1.0,1.0,59,97.0,40.68346274904446,-73.9637353238205,32,72271.90034169573,3.0,200,6.98425735797399
20527057,5.010635294096256,7,5,1,5,3,1,1,0,0,2,0.0,1.0,1.0,9,100.0,37.75688774373275,-122.45097224690905,32,30000.0,0.0,190,0.0
18312678,4.4188406077965965,7,2,1,3,2,2,1,0,1,4,1.0,4.0,1.0,29,99.0,40.62665910791832,-73.96094104680948,28,52780.00027472527,8.0,183,3.3894592744695413
13377111,4.382026634673881,7,2,1,3,2,1,1,0,1,2,1.0,1.0,1.0,55,95.0,40.69472073944048,-73.92873720491319,28,66931.19134603835,3.0,130,5.19917864476386
8049964,5.393627546352364,7,5,1,3,4,1,1,0,1,5,2.0,3.0,1.0,36,99.0,40.71057690795997,-73.95294134119523,32,58806.0,16.0,197,0.0465434633812457
3751869,3.80666248977032,3,2,1,2,2,1,1,1,1,3,1.0,2.0,2.0,112,80.0,34.04560151657615,-118.30406015623085,15,67731.23356325353,5.0,128,1.73305954825462
5123709,3.2958368660043287,7,2,1,3,3,1,0,0,0,1,1.0,1.0,1.5,2,100.0,40.75966447838504,-73.90923746364044,30,14142.135623730952,2.0,65,3.403148528405202
17209163,4.867534450455582,3,5,1,3,3,2,1,1,0,5,2.0,3.0,1.0,11,89.0,40.676808388599696,-73.9311725853992,18,26270.98496440512,16.0,143,0.7802874743326489
11438708,4.174387269895637,7,5,1,2,3,2,1,0,0,2,1.0,1.0,1.0,65,92.0,34.09875343284846,-118.30539327989791,29,68238.94958159892,3.0,168,1.431895961670089
14899813,4.174387269895637,6,2,1,2,3,1,1,0,1,2,1.0,1.0,2.0,20,93.0,34.08657612127091,-118.257611514856,26,38679.50387479136,3.0,180,1.919233401779603
12901746,3.912023005428147,3,2,1,5,1,3,1,1,1,2,1.0,2.0,1.0,1,100.0,37.73364115228834,-122.38895923849812,16,10000.0,4.0,124,1.9137577002053388
5537683,5.105945473900579,10,5,1,5,3,1,0,0,1,2,1.0,1.0,1.5,20,99.0,37.75781911137071,-122.41081244540337,41,43831.40449495088,3.0,102,2.7652292950034223
19952672,4.007333185232471,7,2,1,3,3,3,0,1,1,1,1.0,1.0,0.0,56,86.0,40.743318851397646,-73.94966444449513,30,55346.59606516014,2.0,154,2.751540041067762
13325983,4.31748811353631,3,2,1,2,4,1,1,0,1,1,1.0,1.0,1.0,4,100.0,33.960533762753016,-118.42206456599745,19,20000.0,2.0,84,5.429158110882957
11044660,4.174387269895637,3,2,1,2,3,3,1,0,1,2,1.0,1.0,1.0,44,96.0,33.76817281692947,-118.17758190064431,17,61132.028135830726,3.0,157,1.0376454483230664
8569066,5.293304824724492,7,5,1,2,4,1,1,1,1,4,2.0,2.0,2.0,38,99.0,34.049230852208474,-118.46443090752976,31,60417.42164309893,12.0,206,1.1170431211498972
7388741,4.007333185232471,7,2,1,3,4,2,1,0,1,1,1.0,1.0,1.0,59,89.0,40.708281281394,-73.95653199850065,32,60842.355468867245,2.0,55,4.777549623545517
17904869,5.393627546352364,7,5,1,3,3,1,1,0,0,4,2.0,2.0,2.0,8,100.0,40.76382303802913,-73.91671051833909,30,28284.271247461904,12.0,170,0.0
13810296,4.59511985013459,7,5,1,2,4,1,1,0,1,2,1.0,1.0,1.0,32,94.0,34.10412240339629,-118.309570358461,31,49983.96414851467,3.0,150,0.6406570841889117
1776946,4.700480365792417,7,5,1,3,3,1,0,0,0,2,1.0,1.0,1.0,3,100.0,40.68547649721782,-73.94988190198687,30,17320.508075688773,3.0,78,1.4182067077344285
5352840,4.605170185988092,7,5,1,3,1,3,1,1,0,4,2.0,3.0,1.0,4,90.0,40.85490325044319,-73.86790593501036,26,16200.0,14.0,150,1.593429158110883
13565502,3.688879454113936,7,2,1,3,3,1,1,0,1,2,1.0,1.0,1.5,70,91.0,40.785741076823456,-73.9404166611657,30,69283.8167972868,3.0,97,4.544832306639288
3874702,4.248495242049359,7,2,1,3,4,1,1,0,0,2,1.0,1.0,1.0,11,91.0,40.70976887942209,-73.95157660194023,32,27464.969888933065,3.0,57,0.0
16241096,4.605170185988092,7,2,1,3,4,3,1,0,1,1,1.0,1.0,1.0,2,100.0,40.67791315378757,-73.97739195617204,32,14142.135623730952,2.0,126,2.439425051334702
11414577,5.105945473900579,7,5,1,3,5,3,1,0,1,3,0.0,2.0,1.0,18,98.0,40.76435330142888,-73.98935397136185,34,40746.32115909361,0.0,190,2.193018480492813
11603441,5.068904202220232,7,5,1,2,1,1,1,1,1,10,3.0,4.0,2.0,2,80.0,34.12795405583068,-118.0289521408317,25,9050.966799187809,42.0,121,1.2019164955509924
19962915,4.31748811353631,7,2,1,2,4,2,1,0,0,2,1.0,1.0,1.0,11,98.0,34.04327170044397,-118.4678138338887,31,31852.86448657326,3.0,187,5.823408624229979
644575,4.382026634673881,3,2,1,3,2,2,1,1,1,2,1.0,1.0,1.0,3,100.0,40.75312730408782,-73.78809067028598,16,17320.508075688773,3.0,152,0.2381930184804928
14133414,5.272999558563747,7,5,1,5,5,-1,1,1,1,4,1.0,2.0,1.0,29,96.0,42.35047733098711,-71.08384618931507,36,49629.678862551584,6.0,182,0.4845995893223819
13563712,5.416100402204419,7,5,1,2,5,1,1,0,1,4,2.0,3.0,1.0,3,80.0,34.079316097496054,-118.41312847745816,33,11085.125168440814,14.0,179,4.7939767282683095
7264511,5.855071922202427,7,5,1,3,4,1,1,0,1,2,1.0,1.0,1.0,19,100.0,40.72519696099689,-73.98090654435477,32,43588.98943540674,3.0,202,6.168377823408624
16053848,5.6167710976665735,7,5,1,3,3,3,1,0,1,4,2.0,2.0,1.0,1,100.0,40.68916714072317,-73.95316854160684,30,10000.0,12.0,161,1.648186173853525
15987243,4.605170185988092,7,5,1,3,3,2,1,1,1,2,0.0,1.0,1.0,24,90.0,40.676027451028055,-73.94418745421027,30,39681.733833087485,0.0,123,4.5804243668720055
9990026,4.736198448394496,7,5,1,4,3,1,1,0,1,4,2.0,3.0,2.0,21,100.0,38.946908985841496,-77.03432385431762,31,45825.7569495584,14.0,193,2.4996577686516086
18807980,3.912023005428147,7,2,1,3,2,1,1,0,0,1,2.0,1.0,1.0,3,100.0,40.68875456971106,-73.91536291645156,28,17320.508075688773,4.0,89,1.0376454483230664
16202302,4.8283137373023015,7,5,1,3,3,2,1,0,0,4,2.0,2.0,1.0,6,100.0,40.76158000688185,-73.92130162040877,30,24494.89742783178,12.0,104,0.5448323066392882
17014274,5.579729825986222,7,5,1,3,4,1,1,0,1,6,3.0,4.0,2.0,3,87.0,40.682578872779054,-73.99948359189935,32,13109.89256248883,30.0,163,1.431895961670089
15207802,5.6167710976665735,7,5,1,5,2,3,1,0,0,2,1.0,1.0,1.0,1,100.0,37.775755277992936,-122.423956125193,30,10000.0,3.0,142,0.0
17044839,3.9889840465642745,7,5,1,3,1,1,1,0,1,3,1.0,3.0,1.0,68,95.0,40.7017141070186,-73.82788122854588,26,74422.05654239877,6.0,160,3.600273785078713
18493375,5.3471075307174685,7,5,1,3,5,1,1,0,1,4,1.0,2.0,1.0,37,99.0,40.73282078710251,-74.00094630406737,34,59617.15555945285,6.0,174,1.4948665297741273
20363900,4.787491742782046,7,2,1,3,4,3,1,0,1,2,1.0,1.0,1.0,106,98.0,40.7826313206999,-73.97803477299976,32,98879.23187403916,3.0,156,4.136892539356605
1261074,5.700443573390688,7,5,1,3,5,1,1,0,0,5,2.0,2.0,1.0,99,95.0,40.724562400096616,-73.98325627503804,34,89797.61619887245,14.0,174,4.941820670773443
9889717,3.912023005428147,3,2,1,3,2,3,0,1,0,2,1.0,1.0,1.0,2,70.0,40.69156258177808,-73.91861605071179,16,6929.646455628166,3.0,89,0.191649555099247
15919797,4.48863636973214,3,2,1,2,4,3,0,0,0,2,1.0,1.0,1.0,141,95.0,33.77262885393816,-118.39239350623134,19,107165.9373355172,3.0,153,5.49760438056126
16314041,4.3694478524670215,7,1,-1,5,3,2,1,0,1,1,1.0,1.0,1.0,56,98.0,42.34452373216799,-71.08683719659065,32,71869.75508515387,2.0,153,5.393566050650239
919990,4.59511985013459,3,2,1,4,2,2,1,0,1,5,1.0,4.0,2.5,213,97.0,38.9231396236789,-77.07672291047805,17,137319.83415734232,9.0,169,4.240930869267625
9428134,4.553876891600541,3,2,1,2,5,2,1,1,1,2,1.0,1.0,1.0,187,94.0,34.00359392925351,-118.45804673362612,21,120830.482710283,3.0,108,2.869267624914442
15026970,4.382026634673881,7,2,1,3,4,1,0,0,0,1,1.0,1.0,1.0,2,100.0,40.71804591213763,-73.96419283811515,32,14142.135623730952,2.0,80,0.0
13303942,4.007333185232471,7,2,1,1,4,2,0,1,1,2,1.0,1.0,1.0,23,96.0,41.92911929210607,-87.7069390269907,30,44198.38331885002,3.0,121,4.320328542094456
16633201,4.442651256490317,7,5,1,3,3,1,1,0,0,2,0.0,1.0,1.0,80,91.0,40.76762092819472,-73.90726982143558,30,74067.51568670303,0.0,149,1.3552361396303902
7280599,4.290459441148391,7,2,1,3,2,1,1,0,1,2,1.0,1.0,1.0,50,94.0,40.82646837917149,-73.94747391527238,28,62479.95518564334,3.0,154,5.201916495550993
13326584,4.0943445622221,7,2,1,2,3,3,0,0,0,2,1.0,1.0,1.0,3,93.0,34.039830048856174,-118.37988505147894,29,14980.50743466322,3.0,104,1.9000684462696784
14239909,4.382026634673881,7,2,1,3,4,3,1,0,0,1,1.0,1.0,1.5,20,96.0,40.782228265273744,-73.97502573035653,32,41215.204961276126,2.0,121,2.8254620123203287
15547371,4.8283137373023015,9,5,1,2,5,2,1,0,1,2,1.0,1.0,1.0,8,100.0,34.055287084000106,-118.25226431402945,39,28284.271247461904,3.0,182,2.4202600958247777
14385698,4.4998096703302615,7,5,1,3,4,1,1,0,1,2,1.0,1.0,1.0,19,95.0,40.7966946975659,-73.96371160390022,32,39339.062965454585,3.0,116,3.351129363449692
15423962,4.23410650459726,3,2,1,2,4,1,1,0,1,2,1.0,1.0,1.0,48,99.0,33.846151054861444,-118.3808455217136,19,67903.31985993026,3.0,110,2.414784394250513
14186070,4.605170185988092,7,5,1,2,4,1,1,0,0,2,0.0,1.0,1.0,65,99.0,34.10220076074193,-118.26256876718206,31,79018.18819107408,0.0,115,1.749486652977413
18173618,5.010635294096256,7,5,1,4,4,2,1,0,1,4,2.0,2.0,1.0,30,98.0,38.91251062961389,-77.03821123989368,33,52603.27442279615,12.0,155,2.7214236824093088
17286082,4.709530201312334,7,5,1,4,2,1,1,0,1,6,2.0,2.0,1.0,10,96.0,38.93589616148564,-76.98931053541119,29,29143.550916111784,16.0,171,4.1505817932922655
16166720,3.555348061489413,3,2,1,2,1,2,1,0,1,1,1.0,1.0,1.0,8,98.0,34.22215114334661,-118.620663460993,13,27164.214106062413,2.0,161,1.0184804928131417
9902985,5.1647859739235145,7,5,1,5,4,1,1,0,1,4,1.0,2.0,1.0,56,96.0,42.34237399125715,-71.0756014945988,34,68966.22895301729,6.0,151,3.181382614647501
17649505,4.0943445622221,7,2,1,3,2,1,1,0,1,5,1.0,4.0,2.0,33,89.0,40.692988028951405,-73.90441857652125,28,45502.68072322773,9.0,60,0.0
5811720,4.553876891600541,7,5,1,3,4,2,1,0,1,2,1.0,1.0,1.0,1,100.0,40.67306904706799,-73.97235431414244,32,10000.0,3.0,91,4.281998631074607
4462489,4.0943445622221,7,2,1,1,5,3,0,0,1,2,1.0,1.0,1.0,8,98.0,41.939755477594936,-87.6462021190415,32,27164.214106062413,3.0,161,2.428473648186174
6791838,5.010635294096256,4,2,1,5,3,1,1,1,0,2,1.0,1.0,1.0,6,63.0,37.78718412977654,-122.41293987124683,23,9722.024789106434,3.0,108,0.9034907597535934
2012104,5.010635294096256,7,5,1,5,3,1,0,0,1,3,2.0,2.0,1.0,23,95.0,42.33505569922202,-71.04078590059036,32,43282.37949789729,10.0,160,2.327173169062286
5038958,4.700480365792417,7,2,1,3,4,3,0,0,0,2,1.0,1.0,1.0,7,100.0,40.72107764796111,-73.94899497061624,32,26457.51311064591,3.0,66,3.444216290212184
5691347,6.07073772800249,7,5,1,3,5,1,1,1,1,6,2.0,3.0,1.0,23,95.0,40.76515543942652,-73.99157860753895,34,43282.37949789729,18.0,193,0.0
13192217,4.48863636973214,3,5,1,3,3,1,1,0,0,4,2.0,2.0,1.0,9,84.0,40.6398058043656,-73.90211278442824,18,21168.0,12.0,165,1.0349075975359343
9755384,4.48863636973214,7,5,1,3,3,1,1,1,1,2,0.0,1.0,1.0,12,94.0,40.59733132998132,-73.99898485390095,30,30608.8018713572,0.0,126,2.466803559206024
4772544,4.787491742782046,7,5,1,3,4,2,1,0,1,4,1.0,1.0,1.0,2,100.0,40.71450583651165,-73.93959116052638,32,14142.135623730952,5.0,155,3.561943874058864
8132752,3.912023005428147,7,2,1,3,4,2,1,1,1,1,1.0,1.0,0.0,138,95.0,40.6847652698136,-73.97833325023844,32,106019.74462334834,2.0,105,1.2758384668035592
10864947,4.59511985013459,7,5,1,1,3,1,0,0,1,4,2.0,2.0,1.0,72,93.0,41.87093859328191,-87.6877391821194,28,73389.19860578938,12.0,147,1.83709787816564
17241089,3.555348061489413,3,2,1,4,1,3,0,1,0,1,0.0,1.0,1.0,1,80.0,38.86512938499207,-76.98655328075759,15,6400.0,0.0,64,0.0
13680118,5.298317366548036,7,5,1,3,5,1,1,0,1,4,1.0,1.0,1.0,2,100.0,40.73477441530193,-73.99102027805264,34,14142.135623730952,5.0,240,5.601642710472279
820801,4.0943445622221,7,2,1,3,2,3,0,1,1,1,1.0,1.0,1.0,42,98.0,40.86466236240653,-73.9224037028712,28,62241.03366750909,2.0,111,2.4449007529089664
16273903,6.476972362889682,10,5,1,3,5,3,1,0,1,4,2.0,2.0,2.0,1,100.0,40.715592467202846,-74.00737003760476,43,10000.0,12.0,128,0.7474332648870636
19799525,5.010635294096256,7,5,1,3,5,1,1,0,1,4,1.0,1.0,1.0,11,100.0,40.7390777521011,-74.00186221800631,34,33166.247903553995,5.0,176,4.470910335386721
14703733,5.293304824724492,7,5,1,3,5,3,1,0,1,2,1.0,1.0,1.0,3,100.0,40.73740482954624,-73.98369272303303,34,17320.508075688773,3.0,84,0.7255304585900069
8701335,4.605170185988092,7,2,1,3,5,1,1,0,0,2,1.0,1.0,1.0,2,100.0,40.7659241075335,-73.9884835570673,34,14142.135623730952,3.0,154,4.177960301163586
15603970,4.382026634673881,7,5,1,2,3,2,1,1,1,2,0.0,1.0,1.0,13,93.0,34.10582467988175,-118.2027840204394,29,31184.412981488043,0.0,82,3.247091033538672
4737830,5.010635294096256,7,5,1,3,4,3,1,0,1,2,2.0,3.0,1.0,64,98.0,40.66687402534652,-73.98533857203418,32,76832.0,10.0,129,4.837782340862423
17387259,4.0943445622221,7,2,1,3,3,1,0,0,0,2,1.0,1.0,2.0,1,80.0,40.685104180795065,-73.92729914377323,30,6400.0,3.0,18,6.072553045859
14254583,5.6167710976665735,3,5,1,2,4,1,1,1,1,10,3.0,5.0,2.5,125,97.0,34.115200061459056,-118.26323849466586,19,105195.81800147762,45.0,233,3.6303901437371664
14176519,5.293304824724492,7,5,1,3,5,1,1,1,1,3,0.0,1.0,1.0,39,97.0,40.76746704313315,-73.98865567246412,34,58759.18616693053,0.0,199,4.39151266255989
8664721,6.1092475827643655,7,2,1,3,2,3,1,0,1,2,1.0,1.0,1.0,1,100.0,40.639531717751225,-73.96308464277902,28,10000.0,3.0,152,0.459958932238193
5014688,4.859812404361672,7,1,-1,3,5,2,0,0,0,1,1.0,1.0,1.0,47,91.0,40.76298397225114,-73.98117192829221,34,56771.67574592104,2.0,215,1.6372347707049966
14633272,5.991464547107983,7,5,1,5,5,1,1,0,1,4,2.0,2.0,1.0,3,100.0,37.80114312991058,-122.42553613389828,36,17320.508075688773,12.0,139,3.299110198494182
14332782,4.948759890378168,4,5,1,5,3,1,1,0,1,2,1.0,1.0,1.0,126,98.0,37.74258504802879,-122.42804153149766,23,107804.6326277308,3.0,143,6.228610540725531
9808151,4.605170185988092,7,5,1,2,3,1,1,0,0,2,0.0,1.0,1.0,3,100.0,34.07764836620354,-118.25922000468935,29,17320.508075688773,0.0,142,1.3634496919917864
3826908,5.010635294096256,7,2,-1,3,2,3,0,0,0,1,1.0,1.0,1.0,1,100.0,40.86881483079635,-73.91484965294113,28,10000.0,2.0,63,0.8240930869267625
3302759,4.7791234931115305,3,5,1,2,4,2,1,0,1,4,2.0,2.0,1.0,49,94.0,34.15345510109768,-118.12449627076288,19,61852.0,12.0,157,6.3025325119780975
16089377,5.075173815233828,7,5,1,3,5,1,1,0,1,2,0.0,1.0,1.0,17,99.0,40.73897067067276,-74.00180283693086,34,40410.55823667869,0.0,74,2.921286789869952
21090626,4.59511985013459,3,2,1,3,3,2,0,0,0,2,1.0,1.0,1.5,13,100.0,40.81450935660968,-73.94477598957344,18,36055.51275463989,3.0,105,0.0
5233501,4.442651256490317,7,5,1,3,3,3,0,0,0,4,0.0,1.0,1.0,3,100.0,40.79624003492844,-73.94759417842963,30,17320.508075688773,0.0,111,2.154688569472964
1693028,4.605170185988092,9,1,-1,2,5,2,1,1,1,2,1.0,1.0,1.0,4,90.0,34.00719179090231,-118.48603602546328,39,16200.0,3.0,183,3.181382614647501
6993502,4.727387818712341,7,5,1,2,3,2,1,1,1,3,0.0,2.0,1.0,50,100.0,34.1834772638252,-118.14047876551057,29,70710.67811865476,0.0,187,2.910335386721424
2577336,5.988961416889862,7,5,1,5,4,1,0,0,1,2,1.0,1.0,1.5,8,97.0,42.36199306901067,-71.05052296735359,34,26612.670816736903,3.0,170,2.1190965092402463
14014799,4.605170185988092,10,2,-1,2,5,3,0,0,1,16,1.0,1.0,1.0,1,100.0,34.0298325100945,-118.2391431609654,42,10000.0,17.0,57,3.8521560574948666
17558031,4.330733340286331,3,2,1,5,1,1,1,1,1,2,1.0,1.0,1.0,38,83.0,37.72953059353618,-122.41157651511294,16,42466.64806645328,3.0,19,0.8459958932238193
17685215,3.58351893845611,7,2,1,3,2,2,0,0,0,1,1.0,1.0,1.0,44,92.0,40.75554451752336,-73.82724407935676,28,56143.824451136206,2.0,100,0.6680355920602327
13717610,4.007333185232471,7,2,1,3,3,3,1,0,0,2,1.0,1.0,4.0,4,80.0,40.68553825029443,-73.94565666883035,30,12800.0,3.0,101,5.02943189596167
17718746,5.855071922202427,3,5,1,2,4,1,1,0,0,6,2.0,2.0,1.0,5,88.0,34.08669128564494,-118.35579860566116,19,17316.110417758373,16.0,111,3.5564681724846
4650391,3.737669618283368,3,2,1,1,1,1,1,0,1,2,1.0,1.0,2.5,133,95.0,41.882777941861775,-87.70924858834385,12,104081.37741690394,3.0,250,2.212183436002738
15408519,4.382026634673881,7,5,1,1,5,3,1,0,1,2,0.0,1.0,1.0,1,100.0,41.9412163002529,-87.63994404708406,32,10000.0,0.0,58,4.386036960985626
20620647,4.07753744390572,7,5,1,2,4,1,0,0,1,2,0.0,1.0,1.0,62,91.0,34.113246106956986,-118.26763405380576,31,65204.65920469181,0.0,91,4.057494866529774
1148625,5.010635294096256,3,2,1,3,3,3,1,0,1,2,1.0,1.0,1.0,3,93.0,40.68332556204261,-73.93681984974656,18,14980.50743466322,3.0,183,0.5311430527036276
4658261,4.787491742782046,7,5,1,3,5,1,0,0,1,2,1.0,2.0,1.0,4,100.0,40.71819454684051,-73.99786071052401,34,20000.0,4.0,148,3.293634496919918
3281581,4.110873864173311,9,2,1,2,4,1,1,0,1,1,1.0,1.0,1.0,3,93.0,33.95933816373557,-118.43439858978986,37,14980.50743466322,2.0,163,3.4277891854893907
15115837,4.204692619390967,7,2,1,5,2,2,1,0,1,3,1.0,2.0,1.0,4,100.0,42.31858053839557,-71.10678001942449,30,20000.0,5.0,116,3.583846680355921
690553,5.010635294096256,7,5,1,3,4,3,0,0,0,2,0.0,1.0,1.0,1,80.0,40.772029167601616,-73.9563745200871,32,6400.0,0.0,77,2.105407255304586
17432051,4.74493212836325,9,5,-1,3,2,1,1,1,0,3,1.0,1.0,1.0,24,90.0,40.70796063635709,-73.8011701199476,34,39681.733833087485,4.0,145,0.4216290212183436
8956655,5.521460917862246,7,5,1,3,4,1,1,0,1,4,1.0,2.0,1.0,50,97.0,40.67682691017508,-73.97617281281343,32,66531.67704184225,6.0,181,2.3983572895277208
7385961,5.332718793265369,7,5,1,5,3,2,1,0,1,3,2.0,2.0,1.5,6,100.0,37.75708418495996,-122.40801189526157,32,24494.89742783178,10.0,183,5.5277207392197125
4154042,3.912023005428147,3,2,1,2,2,3,1,0,1,2,1.0,1.0,1.0,4,100.0,34.1020279834244,-118.06435783827322,15,20000.0,3.0,146,1.8617385352498288
4867256,4.59511985013459,7,5,1,3,2,1,1,0,0,2,1.0,1.0,1.0,3,60.0,40.82579101811528,-73.9432372814538,28,6235.3829072479575,3.0,140,0.7145790554414785
16946007,3.218875824868201,3,1,1,2,1,1,1,1,1,1,1.0,1.0,1.0,2,90.0,34.05318121035278,-118.21975720926385,13,11455.12985522207,2.0,99,0.8870636550308009
14092808,3.737669618283368,6,2,1,2,1,3,1,1,1,2,1.0,1.0,1.0,1,100.0,34.0985991470636,-118.01224004241904,22,10000.0,3.0,80,1.2895277207392195
18474966,5.54907608489522,3,5,1,2,3,1,0,0,0,7,3.0,3.0,2.0,55,94.0,33.99732008633153,-118.4395470995088,17,65529.52983197728,30.0,82,4.399726214921286
16320440,3.332204510175204,7,2,1,3,2,3,1,0,1,2,1.0,1.0,1.0,4,95.0,40.68784872754728,-73.90677250392307,28,18050.0,3.0,28,4.577686516084873
20785792,5.393627546352364,7,5,1,2,3,1,1,0,1,4,3.0,2.0,2.0,3,87.0,33.78274210799356,-118.144748037156,29,13109.89256248883,18.0,114,3.449691991786448
18255194,3.688879454113936,3,2,1,3,3,3,0,0,0,1,1.0,1.0,1.0,1,100.0,40.66348449046168,-73.95603032244209,18,10000.0,2.0,58,0.944558521560575
13048874,5.991464547107983,7,5,1,3,5,1,1,0,1,4,1.0,2.0,1.0,2,100.0,40.76409101189605,-73.98710668963949,34,14142.135623730952,6.0,138,2.9842573579739904
3435214,3.4339872044851463,3,2,1,2,3,2,1,1,1,1,1.0,1.0,1.0,16,98.0,34.2378648047969,-118.6371130828065,17,38416.0,2.0,86,1.4647501711156743
19638171,4.3694478524670215,7,2,1,3,4,1,1,0,1,2,1.0,1.0,1.0,83,94.0,40.70533406411327,-73.93003479237251,32,80499.79110531903,3.0,106,5.125256673511293
7717598,4.605170185988092,3,2,1,5,4,3,0,0,1,2,1.0,1.0,1.0,1,100.0,37.76006932236753,-122.44394248605964,22,10000.0,3.0,144,2.3983572895277208
8627286,4.700480365792417,7,5,1,3,3,1,1,1,0,6,1.0,1.0,1.0,13,87.0,40.817414899000354,-73.94667976215884,30,27290.41760398693,7.0,130,3.24435318275154
