id,log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,first_review,host_has_profile_pic,host_identity_verified,host_response_rate,host_since,instant_bookable,last_review,latitude,longitude,name,neighbourhood,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds
20730943,4.3694478524670215,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Laptop friendly workspace"",""Self Check-In"",Doorman}",2,1.0,Real Bed,moderate,True,NYC,"The bedroom has large open windows facing the East River.  Midtown East (33rd and 3rd), 2 blocks from ""6"" train, many restaurants/bars nearby. Furnished; wifi / cable / DVR; HDTV in living room; friendly, safe and comfortable environment. The guest can access all spaces of the apartment -- except for the master (non-rental) bedroom -- including the laundry room in the basement inside the building with a washer and dryer. A laundry card will be provided to guests. I am always available for questions and concerns either over email, phone or in person.",2016-01-01,t,t,100%,2014-11-26,f,2017-09-25,40.744234036246745,-73.97741657008278,21st Floor Bedroom in Doorman & Elevator Building,Kips Bay,23,91.0,10016,1.0,1.0
14649625,4.74493212836325,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""First aid kit"",Essentials,Shampoo}",2,1.0,Real Bed,flexible,True,NYC,"Newly renovated railroad style apt, spacious, sunny & quiet. Hardwood floors, large kitchen. Very close to Bedford and Lorimer stops. Lots of great restaurants, bars, and park space nearby, one stop to the city, and ten minute walk to the waterfront.",2015-10-16,t,t,,2014-02-27,f,2015-10-22,40.71382776376071,-73.95272546200293,1BR Railroad Apt in Heart of Wburg,Williamsburg,2,100.0,11211.0,1.0,1.0
15958726,4.74493212836325,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1.0,Real Bed,moderate,True,LA,"One bedroom available in West Hollywood for one person or couple. Large, bright, and convenient location.",,t,f,,2017-04-21,t,,34.09463075119764,-118.36267730243708,"Large, bright 1 bedroom apt in WEHO",West Hollywood,0,,90046,1.0,1.0
6587722,4.90527477843843,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance""}",2,1.0,Real Bed,moderate,True,NYC,"Carroll Gardens is a quaint, family neighborhood in Brooklyn with tons of great restaurants and shops. There is a health food grocery store, gym, Italian bakery, fish market, and bank right on my block! And I'm two blocks away from the G and F trains- about 15 minutes walk to the 2, 3, 4, 5, Q trains.  The apartment is a spacious and quiet, one bedroom with a newly renovated kitchen, TV with basic cable, high-speed wifi, heat, A/C, and washer/dryer in the basement. I am an artist and designer and I recently moved to this one bedroom apartment with my boyfriend. We leave town regularly and would like to share our space with travelers! Its great for solo explorers, business people, and couples.  It is a one bedroom with a full bed and a large L-shaped couch in the living room for an extra guest. It is located on the third floor and this pre-war building does not have and elevator. Exposed brick and views of neighbors gardens in the back of the building make the charm of this apartment!  ",2016-10-30,t,t,89%,2014-04-06,f,2017-09-03,40.6832784899203,-73.99820729402397,Spacious & Cozy Carroll Gardens 1 Bedroom apt,Carroll Gardens,9,98.0,11231.0,1.0,1.0
1721109,5.598421958998375,Timeshare,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Gym,Elevator,Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Doorman,""Private entrance""}",4,1.0,Real Bed,strict,True,SF,"San Francisco is truly the city that has it all, set along the water, with rolling hills and a unique mix of architecture. It contains some of California's most notable landmarks, including the Golden Gate Bridge and Alcatraz. Ask any seasoned traveler and they'll tell you that San Francisco is truly the city that has it all, set along the water, with rolling hills and a unique mix of architecture. It contains some of California's most notable landmarks, including the Golden Gate Bridge and Alcatraz. Amenities: Exercise Equipment Laundry Facilities Please note that there is no onsite parking; however, an optional valet service is $31 plus tax per night per vehicle with in and out privileges. Vehicles with a handicap plaque are subject to regular valet fees. This urban-style resort only offers full kitchens in its Presidential units. The one bedroom units and the only two bedroom unit offer an under-the-counter refrigerator and microwave. All standard Presidential and Presidential Reser",2017-04-07,t,f,100%,2016-04-15,f,2017-04-07,37.78824209530893,-122.41180115041772,Wyndham Canterbury 1 Bedroom Deluxe (1),Downtown,1,100.0,94109,1.0,2.0
239834,4.442651256490317,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials}",3,1.0,Real Bed,moderate,True,NYC,"Lovely apartment on the top floor of my family brownstone. 5 blocks from train. Perfect for a couple or  group of friends. Has one double bed,one couch large for sleeping, but more than 3 people are welcome to stay. The space is the top floor of my brownstone, with the family living downstairs,  in bedford stuyvesant, brooklyn.  It is a clean, sunny, large one bedroom apartment with a lovely bedroom, two large desks, (we are both artists that live here). A living room/ kitchen that is an open floor plan, perfect to relax in, and to cook.  The bathroom has full bath and shower complete with sky light. You have access to this apartment, and the hallway obviously, That leads you up to it. This is a family owned brownstone, It is a house lived in by artists and academics, very friendly, lively and wholesome vibe,you shouldn't see too much of anybody,however you should feel comfortable to say hi and introduce yourself should you see anyone. The house is on a tree lined street in a typical b",2014-11-14,t,f,40%,2014-11-11,f,2017-03-08,40.68835433750996,-73.94092138119458,Sunny Apartment in  Beautiful Brownstone,Bedford-Stuyvesant,10,100.0,11221,1.0,1.0
11745981,3.912023005428147,Apartment,Shared room,"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Washer,Dryer,""Smoke detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1.0,Real Bed,flexible,True,LA,"Welcome to my home. A quaint oasis with a vintage vibe, nestled in a sunny garden in the heart of North Hollywood. 10min walk to the metro station, famous cafes, prime yoga studios, and endless adventure. Our neighborhood truly has it all. -Sunny garden oasis -coffee/tea -on site laundry -color therapy light in bathroom -vintage style -on site laundry -coffee/tea  -garden  -full bath  -WiFi  -metro station -bike Guest interaction is common, as we will be sharing our oasis. Most often, you will find me writing/working. I frequent the local gym, groundworks coffee house, and hike on a regular basis. Our sweet neighborhood is proud to be a part of the famous NoHo Arts District.  A list of favorites  Cafes: - Republic of Pie (LAtop10) - Aroma Coffee & Tea Co. (LAtop10) - Gelato bar & espresso cafe  - Groundworks organic coffee - and so many others!  Restaurants: Lunch - Salsa & Beer (truly authentic Mexican cuisine) -Harvest moon kitchen & marketplace (hip, quick cuisine)  -Vics food to go",,t,t,100%,2011-05-31,t,,34.17810498010805,-118.38721406894165,Charming little gem in NoHo Arts,,0,,91601,1.0,1.0
17025789,4.7791234931115305,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}",4,2.0,Real Bed,strict,True,Chicago,"Bright & spacious corner unit, in unit laundry, steps from public transportation, boutique shops & restaurants in Chicago's popular Bucktown & Wicker Park neighborhood. We look forward to hosting you! Chef's kitchen and dining area joins with the TV and living space - great for hanging out in between jaunts to and from the shops and restaurants on nearby Damen, Milwaukee and North Ave. Great for families as I am in a quiet building/neighborhood, plus I have a Pack n Play! Laundry, internet, cable, french press coffee, free street parking I travel often so I use and trust an off-site management team, AllSet Turnover, to help guests get the information and service they need to make their stay enjoyable! They will be your contact for all communication leading up to and during your stay. They will provide entry instructions via email 5-7 days prior to your arrival. Bucktown has recently undergone a transformation from a bohemian artist community into one of Chicago's safest, most attractiv",2014-08-18,t,t,100%,2014-04-12,f,2017-05-07,41.911465120597626,-87.66968250115956,Whit's Place in Bucktown,Wicker Park,120,96.0,60622,2.0,2.0
856064,4.174387269895637,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""Laptop friendly workspace""}",1,1.0,Real Bed,strict,True,NYC,"Hello, our place is located near prime transportation points, 5 minutes from Manhattan, 1 block away from the East River, many bars and restaurants among others. Our place is quite cozy, and has a lot of character. Super cozy and conveniently located. We could help you out with any directions and maps you need. The neighborhood is full of amazing restaurants, night life, parks and local shops. Close to JMZ Lines, and the L train.  There's also a ferry 5 minutes away. Please note, our place is an old pre-war 1920's building. The bathroom is small, clean and cozy. It still has it's original 1920's bathtub and sink.",2016-07-01,t,t,100%,2010-09-23,f,2016-11-10,40.71327239385582,-73.96437696597037,Great location • Cozy • Clean,Williamsburg,7,90.0,11249.0,1.0,1.0
20094293,5.123963979403259,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",""Host greets you""}",4,1.0,Real Bed,flexible,False,NYC,"Cozy, exposed brick New York gem! 2 bedroom and 1 bathroom with washer/dryer. Steps away for tons of restaurants, Theater District, Times Square, Central Park, and Radio City Music Hall! Great for doing tourist attractions in midtown. Make it your temporary home to the big apple!",,t,f,100%,2016-09-03,t,,40.7663761865796,-73.9907869227037,NYC tourism and food just steps away!,Hell's Kitchen,0,,10019,2.0,2.0
20481814,4.174387269895637,Apartment,Private room,"{""Wireless Internet"",Elevator,Heating,""Smoke detector"",""Carbon monoxide detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1.0,Real Bed,moderate,True,NYC,"You’ll love my place because of the light, the neighborhood, and the comfy bed. My place is good for couples, solo adventurers, and business travelers.",2016-11-04,t,f,100%,2014-06-08,f,2016-11-04,40.76214919704108,-73.95879448707535,Great sunny and comfy place to stay,Upper East Side,1,,10065,1.0,1.0
1393654,5.521460917862246,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",4,1.5,Real Bed,moderate,True,Chicago,"My place is close to The Division Blue Line CTA Stop (which connects directly into O'hare Airport), and tons of bars/ restaurants along Division, Milwaukee, and North Ave. This 2 story condo features a living room PLUS a media room.  You’ll love my place because of the neighborhood, the ample space, and the home gym area (a necessary evil for after indulging in deep dish pizza!). My place is good for couples, solo adventurers, business travelers, and families.",2016-07-30,t,t,100%,2015-10-25,f,2017-04-21,41.904736310954014,-87.6645343222712,The Best 2 Bed in Wicker Park,Wicker Park,5,96.0,60642,2.0,2.0
17714457,6.551080335043403,House,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",10,3.0,Real Bed,moderate,True,LA,"This historic Craftsman home built by famed architect L.Easton includes 5 bedrooms, 3 partition rooms, 3 bath. Located near Rose Bowl Parade, Pasadena Playhouse District and between Old Town and Lake Avenue shopping. Enjoy the local neighborhood with nearby cafes, eateries, nature and LA Beautiful and cozy classic Pasadena home, spacious backyard perfect for grilling and relaxing on crisp California Summer days! Your party will have private access to your rooms as well as shared access (with other housemates) to the kitchen, dining room and living rooms, the front porch, balcony, and the campus gardens. Limited parking along the driveway. Rest assured your stay will be a good one. Upon arrival, you'll meet Anthony, the house manager who also lives at the home, hosts your stay and helps with reservations. He is here to offer help and answer any questions you have. We are very open to meeting new people and love making friends. We also value privacy and are normally quiet and keeping bus",2016-06-16,t,t,81%,2016-04-18,f,2016-10-21,34.13923296151074,-118.15965976999844,1907 Historic L.Easton Pasadena Two Story House,Pasadena,3,93.0,91105,8.0,10.0
13734253,4.934473933130692,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",2,1.0,Real Bed,strict,True,DC,"Modern, clean, spacious private apartment in restored Victorian row house. Centrally located in hip and convenient Shaw neighborhood. 750 sq ft with eight large windows. Well-equipped kitchen, washer/dryer, living room with large-screen TV & HBO, separate office area, and more. Steps to and Metro (1 block), Convention Center (3 blocks), grocery store (1.5 blocks), and restaurants, music venues, bars, and downtown offices. The apartment is located just 1 block away from the entrance to the Metro (Shaw-Howard station) at 8th and R Streets NW.  Shaw-Howard is on Metro's Yellow Line, a 16 minute ride from National Airport (DCA).",2016-10-19,t,f,100%,2012-07-30,f,2017-04-22,38.91153975229425,-77.02345525852142,"Central 1BR w/ kitchen & washer/dryer, Shaw Metro",Shaw,29,99.0,20001,1.0,1.0
664206,4.4998096703302615,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Dog(s),Heating,""Smoke detector"",""First aid kit"",Essentials,Shampoo}",2,1.0,Real Bed,moderate,False,NYC,"Room in a hip neighborhood just 2 train stops away from Manhattan. A tree lined street, quiet, clean, and SAFE. Very close to trains, parks, restaurants, and shops. Comfortable living room, WiFi, fully stocked kitchen and large bathroom to share. the roommates, the location, and the price! Full access to the living room, kitchen, and bathroom. A table and chairs is set up outside in front of the building if you would like to have coffee or breakfast outside. I can provide as much interaction, directions, and tips as needed. A list of favorite bars, restaurants, and neighborhood amenities will be provided. Guests can also enjoy the space in complete peace. This is my favorite neighborhood in Brooklyn. Close to everything you need and very safe. Quiet street but blocks away from nightlife. The pretty parks are bustling during the day. A large grocery store, dry cleaners, and cafe are around the corner. Close to G and L train. 5 min walk to Nassau G stop, 10 min walk to Bedford L stop. 2 ",2015-09-21,t,t,,2015-09-05,f,2015-09-21,40.727837185921466,-73.94937389193045,"Quiet room in Greenpoint, Brooklyn",Greenpoint,1,100.0,11222,1.0,1.0
13752672,3.912023005428147,House,Private room,"{""Wireless Internet"",""Air conditioning"",Heating,""Carbon monoxide detector"",""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",TV}",1,1.0,Real Bed,flexible,False,NYC,"Cozy bedroom, perfect for tourists. One furnished bedroom with a single bed and a single air mattress is perfect for two people who are coming to tour NYC. Our neighborhood is safe, quiet and two blocks away from public transportation. We are next to 2 main highways, La Guardia Airport is 5 minutes away and Manhattan is 25 minutes by car or public transportation. We offer wi-fi and cable tv; Although we love our furry friends, our room rental is not pet-friendly. Neig",,t,f,100%,2016-03-10,t,,40.76518207484117,-73.89181565283171,Cozy Private Bedroom Near LGA,Jackson Heights,0,,11370.0,1.0,1.0
20713511,4.59511985013459,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",""Free parking on premises"",""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Host greets you""}",2,1.5,Real Bed,flexible,True,NYC,Clean quiet and cozy . Two twin mattresses . Brand new bed sheets pillows and towels .,2017-09-24,t,f,100%,2017-09-14,t,2017-09-24,40.714498059617576,-73.91050563935295,Great Home,Ridgewood,1,100.0,11378,1.0,2.0
14898753,4.382026634673881,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer}",2,1.0,Real Bed,strict,False,NYC,"Spacious room with a private bathroom. It is located in a modern apartment building in Clinton Hill, Brooklyn. It has a roof deck which offers spectacular views over the city. Fully furnished Built in closet Large windows Air-conditioned Washer/dryer in the room Private bathroom G at Classon Av 0.4 miles G at Clinton - Washington Avs 0.48 miles C at Clinton - Washington Avs 0.8 miles",2015-07-16,t,t,100%,2014-03-30,f,2017-06-25,40.69488798574623,-73.96496442726678,Spacious one bedroom with en-suite,Clinton Hill,13,100.0,11205.0,1.0,1.0
14670800,5.010635294096256,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""translation missing: en.hosting_amenity_50""}",6,2.5,Real Bed,strict,True,NYC,"Beautiful, brand new apartment in trendy Bedford-Stuyvesant. The apartment is full of light, quiet, peaceful, and it is near a supermarket, subway (one block distance) and great restaurants. Located on the edge to Bushwick. Covert Cafe, Chez Oskar, Houdini, Salud are all nearby. Legal under NYC law. The apartment is newly renovated. It has charm, space and all amenities. It is extremely quiet and a perfect sanctuary after sightseeing and exploring New York City. My guests will have access to the whole apartment and a terrace in the back.",2017-02-25,t,f,100%,2016-12-20,f,2017-09-16,40.67947915384583,-73.90822358259864,Beautiful Brooklyn 3-Bedroom Duplex,Bedford-Stuyvesant,28,97.0,11233,3.0,3.0
14104613,5.220355825078324,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",3,1.0,Real Bed,strict,True,NYC,"Warm and cozy apartment in NY's Upper East Side with 15 foot ceilings and all the amenities. Walking distance to Central Park, Museum Row, East River and subways. Quiet neighborhood and minutes away from all that NYC has to offer. The temperpedic bed sleeps 2 in addition to an inflatable mattress or couch for a 3rd guest. If you're looking for a getaway in a warm, friendly and relaxing part of Manhattan, this is your ideal listing. Guest are free to use everything available with the exception of the master closet and the liqueur cabinet. Guest have access to entire apartment I list the place only when I'm away East River Central Park The MET The Guggenheim Park Avenue 2nd Avenue Bars/Restaurants/Coffee Shops M86 Bus is a 2 min walk Q line is a 6 min walk 4-5-6 is a 15 min walk Citi Bike racks in front of unit M86 crosstown bus Q Subway 4-5-6 Subways",2017-07-31,t,f,100%,2015-03-23,t,2017-09-24,40.77679407410081,-73.94521156293997,1BR Artist Loft,Upper East Side,5,96.0,10128,1.0,1.0
9299515,4.700480365792417,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",4,1.0,Real Bed,moderate,True,NYC,"Modern and clean garden apartment in historic district 1 bedroom, 1 full bathroom, sleeps 4 The apartment is accessed by a private entrance. It is the entire ground floor of a historic 1890's Victorian home in Tompkinsville, Staten Island. There is a bedroom with queen size bed, and a futon that folds out to a double bed in the living room. In other words, sleeps a family of 4. If more are staying, let's talk. Outdoor area. Charcoal grill. We live in the rest of the house above the apartment, but won't disturb you during your stay. However, we are here if you need any help or advice on things to do or how to get around. Free on street parking in front of the house and around the neighborhood. Walking distance to the free Staten Island Ferry into Manhattan. This is the preferred way of getting into the city. It runs all night, costs nothing, and is not far from the house. There are also frequent S78 buses from the ferry terminal right to the house.  The house is best reached from area a",2014-09-06,t,f,100%,2014-01-19,f,2017-09-28,40.63366041037924,-74.07687137127054,Staten Island Cozy Garden Apt,Tompkinsville,20,99.0,10301,1.0,2.0
15889115,5.4380793089231965,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Private entrance"",Bathtub,""Room-darkening shades""}",2,2.0,Real Bed,flexible,False,NYC,"Totally unique apartment in an incredibly rare converted red brick church, wooden beams & pillars, open plan floor and layout. Located in Williamsburg, the coolest neighborhood in NYC, 5 minutes from central Manhattan. Located North 6th & Bedford, one block from the subway My apartment is three floors, during your stay you'll have access to the top two floors: the main bedroom and the kitchen / living room. Two private balconies & one communal main balcony. This is my home and during your stay I will be living & working in the basement part, which will be closed during your stay. This allows total privacy during your stay but also immediate access so  we can help with any questions you may have. Situated in the heart of Williamsburg, Brooklyn, New York's coolest & trendiest neighbourhood. Bars, restaurants, shopping, clubs located less than 1 minute away. Williamsburg waterfront 5 minutes away. Only 30 seconds walk from the Bedford Avenue L Train Subway & 3 minutes commute from Manhatt",2017-09-17,t,f,80%,2017-07-10,f,2017-09-30,40.71745710548387,-73.95696339341454,Luxury converted church dwelling w' two floors,Williamsburg,2,100.0,11211.0,1.0,1.0
17763283,4.174387269895637,House,Private room,"{TV,Internet,""Wireless Internet"",""Free parking on premises"",""Pets live on this property"",Dog(s),""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",2,1.0,Real Bed,moderate,False,LA,"Your room has a comfortable pillow-top queen mattress, fresh linens & towels, closet, desk, endtables, high-speed wifi, and coffee maker.  Your exclusive bathroom features a shower system with a rainfall shower head and body sprays. The house is 3bed/2bath, 10 minutes from Manhattan, Hermosa, and Redondo Beach. Your room has a very comfortable pillow-top queen mattress, a full closet with hangers, end-tables with lamps, plenty of pillows, an adjustable fan, and a coffee maker with fresh coffee.  We supply fresh linens and fluffy towels. Our wifi is also pretty fast and the signal is strong in your room. Your private bathroom features a shower system with a rainfall shower head and body sprays.  We have a patio with a large orange tree. It's a nice place to sit in the morning with your coffee.  Your bathroom is just across the hall from your room, is private for your use, and not shared with anyone else in the home.  Also, we only host one room in our home so you're not sharing the spac",2016-09-25,t,t,100%,2012-05-26,f,2017-04-27,33.86446623630723,-118.35341179197644,Room & Private Bath Near Beaches,Torrance,45,97.0,90278,1.0,1.0
238746,4.007333185232471,Apartment,Shared room,"{""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Smoke detector"",""Carbon monoxide detector""}",1,1.0,Real Bed,strict,False,NYC,"Beautiful and sunny apartment in Williamsburg, one block from McCarren Park. Apartment is floor-through, beautiful ceilings in tin style, with queen sized mahogany sleigh bed. Eat-in kitchen and bath. Convenient to Manhattan on L, 5-7 min walk.  Quiet, comfy apartment, sunny, well-lit, a prototypical Williamsburg walk-through apartment in Brooklyn (Greenpoint/Williamsburg). Close to neighborhood bars and restaurants.  Guests have access to all four rooms of the apartment (end/sitting room, middle room, kitchen, and bath). Guests will stay on a comfortable air mattress in the center room of the four room apartment. I will be there, sharing the apartment. One block away from McCarren Park and Pool Complex in Williamsburg, the apartment is on a quiet street -- with easy access (walking distance) to local bars, restaurants, and shopping.    5-7 minute walk from both the Lorimer and Bedford stops on the L train, with very convenient access to Manhattan and other parts of Brooklyn and Queens",2015-03-26,t,f,80%,2014-11-03,f,2017-09-15,40.71794768913957,-73.94929740666088,"Williamsburg Apt., McCarren Park",Williamsburg,6,80.0,11211.0,1.0,1.0
16437907,4.867534450455582,Apartment,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",6,1.0,Real Bed,strict,True,NYC,"Cute, comfortable and cozy Williamsburg apartment. Wonderful neighborhood that is dotted with fabulous little restaurants. 10 mins from East River and 15 mins by subway to NYC. Very comfortable space. Not huge but cozy, very clean and well maintained. We have our own in premises washer dryer. Great little eat in kitchen. and a lovely living room. The bedrooms face to the street but there is double glazing so it is quiet. It is heated and air conditioned. I will not clear out my closets but make room and all spaces are open to guests. My son will be available to help should you need it - he lives close by Our neighborhood is a combination of old Williamsburg of Latino's with bodega's and very hip new locals. Great local restaurants, bars and night life. You can walk to  the city from here across the Williamsburg bridge its about a 45 min walk. There are citibikes across the street. We have 3 subway stops walking distance. The closest Montrose on the L-train is 4 blocks away a 5-7 min wa",2016-04-16,t,t,100%,2015-10-16,f,2016-04-16,40.70745371666163,-73.94511102777966,"Hip East Williamsburg, NY",Williamsburg,1,100.0,11206.0,2.0,3.0
13074357,5.799092654460528,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",7,2.0,Real Bed,strict,True,LA,"Find your very own Piece of Paradise in one the most desired neighborhoods in West LA/BH. Recently remodeled home is truly designed to pamper and relax, offering our guests the best in simplistic ""brand-new"" contemporary design & comfort. Location sets this charming home apart from many others. This is truly a ""home away from home"" rental. Professionally designed solely for our guests.  The minute you step outside. The sidewalks have an energy that propels you through the day. You´re at the gateway to Beverly Hills, yet all of Los Angeles awaits. The famous celebrity haunts of Hollywood. The treasures of 3rd Street, The Grove, Robertson and Beverly Hills, Rodeo Drive. It's all here: fashion, shopping, gourmet dining, entertainment. At the Villa, it's not about what there is to do, but what you´ll have to leave off the list. After a busy day of sightseeing and shopping, sit back and enjoy a quiet sunset from your hot tub while enjoying a fun bbq and lighting up the brand-new fire pit. A",2016-03-30,t,f,100%,2016-02-29,f,2017-04-14,34.065836976515165,-118.37637219295912,Luxurious 3BR West LA | BH Villa,Beverly Hills,19,99.0,90048,3.0,3.0
